newsletter_send_id,person_id,sent_at,newsletter_type,opened,clicked
91850,10156,2024-04-14,weekly_digest,False,False
91851,10156,2024-04-07,weekly_digest,False,False
91852,10156,2024-04-28,weekly_digest,True,True
91853,10157,2024-06-23,product_update,False,False
91854,10157,2024-04-07,announcement,True,True
91855,10157,2024-09-08,community_highlights,False,False
91856,10157,2024-01-28,announcement,True,True
91857,10157,2024-05-19,monthly_roundup,False,True
91858,10157,2024-11-10,announcement,False,False
91859,10157,2024-08-18,product_update,False,False
91860,10158,2024-06-16,product_update,True,False
91861,10158,2024-05-19,monthly_roundup,False,False
91862,10158,2024-04-14,announcement,False,False
91863,10158,2024-12-15,weekly_digest,True,False
91864,10158,2024-03-31,weekly_digest,False,False
91865,10158,2024-10-06,product_update,False,False
91866,10158,2024-03-24,announcement,True,False
91867,10158,2024-12-15,announcement,True,False
91868,10158,2024-04-14,weekly_digest,False,False
91869,10158,2024-08-04,announcement,False,True
91870,10158,2024-11-03,weekly_digest,False,False
91871,10158,2024-08-04,product_update,False,False
91872,10158,2024-02-25,weekly_digest,True,False
91873,10158,2024-05-19,community_highlights,True,False
91874,10158,2024-04-28,weekly_digest,False,False
91875,10159,2024-03-03,weekly_digest,True,False
91876,10159,2024-12-29,monthly_roundup,True,False
91877,10159,2024-09-22,community_highlights,False,False
91878,10159,2024-03-03,weekly_digest,False,False
91879,10159,2024-04-07,weekly_digest,False,False
91880,10159,2024-06-16,community_highlights,True,False
91881,10159,2024-12-15,weekly_digest,False,False
91882,10159,2024-07-28,weekly_digest,False,False
91883,10159,2024-09-08,community_highlights,False,True
91884,10159,2024-01-07,weekly_digest,False,False
91885,10160,2024-08-04,monthly_roundup,True,False
91886,10160,2024-05-19,community_highlights,True,False
91887,10160,2024-06-30,announcement,False,False
91888,10160,2024-02-11,community_highlights,True,False
91889,10160,2024-11-17,product_update,False,True
91890,10160,2024-06-02,monthly_roundup,False,False
91891,10161,2024-02-25,monthly_roundup,False,False
91892,10161,2024-05-26,monthly_roundup,False,False
91893,10161,2024-08-25,weekly_digest,False,False
91894,10161,2024-10-13,weekly_digest,False,False
91895,10161,2024-03-17,product_update,True,False
91896,10161,2024-12-22,announcement,False,False
91897,10161,2024-01-14,weekly_digest,True,False
91898,10161,2024-10-20,product_update,False,False
91899,10161,2024-02-25,monthly_roundup,False,False
91900,10161,2024-01-28,weekly_digest,True,False
91901,10161,2024-12-22,weekly_digest,False,False
91902,10161,2024-05-26,product_update,False,False
91903,10161,2024-03-17,weekly_digest,False,False
91904,10161,2024-07-28,weekly_digest,False,False
91905,10162,2024-10-27,announcement,True,True
91906,10162,2024-07-07,weekly_digest,False,False
91907,10162,2024-05-05,product_update,False,False
91908,10162,2024-07-07,weekly_digest,True,False
91909,10162,2024-01-14,monthly_roundup,False,False
91910,10163,2024-10-27,monthly_roundup,False,False
91911,10163,2024-06-02,announcement,False,False
91912,10163,2024-01-21,product_update,False,False
91913,10163,2024-10-27,weekly_digest,True,False
91914,10163,2024-12-22,community_highlights,True,False
91915,10163,2024-08-25,announcement,True,False
91916,10163,2024-03-03,weekly_digest,True,False
91917,10163,2024-02-04,weekly_digest,True,True
91918,10163,2024-08-25,weekly_digest,True,False
91919,10163,2024-07-21,monthly_roundup,False,False
91920,10163,2024-05-12,weekly_digest,False,False
91921,10164,2024-06-30,community_highlights,False,False
91922,10164,2024-07-14,monthly_roundup,False,False
91923,10164,2024-03-31,monthly_roundup,False,True
91924,10164,2024-04-28,weekly_digest,True,True
91925,10164,2024-05-05,announcement,False,True
91926,10164,2024-02-18,community_highlights,False,False
91927,10164,2024-06-23,community_highlights,False,False
91928,10164,2024-02-18,community_highlights,True,False
91929,10164,2024-03-03,weekly_digest,False,False
91930,10164,2024-05-19,monthly_roundup,False,False
91931,10164,2024-02-25,monthly_roundup,True,False
91932,10164,2024-02-04,announcement,False,True
91933,10164,2024-03-10,weekly_digest,True,False
91934,10164,2024-04-28,monthly_roundup,False,False
91935,10165,2024-07-21,weekly_digest,False,False
91936,10165,2024-02-04,weekly_digest,False,False
91937,10165,2024-07-21,monthly_roundup,True,True
91938,10165,2024-03-17,monthly_roundup,False,False
91939,10165,2024-01-28,announcement,True,False
91940,10165,2024-08-11,weekly_digest,False,False
91941,10165,2024-02-04,product_update,False,False
91942,10165,2024-11-24,weekly_digest,False,False
91943,10165,2024-07-07,monthly_roundup,False,False
91944,10165,2024-01-28,monthly_roundup,False,False
91945,10165,2024-10-20,weekly_digest,False,False
91946,10165,2024-11-17,weekly_digest,False,False
91947,10165,2024-06-16,announcement,False,False
91948,10166,2024-03-24,weekly_digest,False,False
91949,10166,2024-04-07,weekly_digest,True,False
91950,10166,2024-06-09,weekly_digest,False,False
91951,10166,2024-09-08,weekly_digest,False,True
91952,10166,2024-05-05,weekly_digest,False,False
91953,10166,2024-03-17,weekly_digest,True,False
91954,10166,2024-04-07,product_update,False,False
91955,10166,2024-12-08,weekly_digest,False,False
91956,10166,2024-01-14,product_update,False,False
91957,10166,2024-09-29,weekly_digest,False,True
91958,10166,2024-08-11,product_update,False,False
91959,10166,2024-04-14,weekly_digest,True,False
91960,10167,2024-08-25,announcement,False,False
91961,10167,2024-11-10,monthly_roundup,False,True
91962,10167,2024-04-28,product_update,True,False
91963,10167,2024-10-13,monthly_roundup,False,False
91964,10167,2024-05-19,weekly_digest,False,False
91965,10167,2024-01-14,announcement,False,False
91966,10167,2024-05-12,weekly_digest,False,False
91967,10167,2024-07-14,weekly_digest,False,False
91968,10167,2024-11-17,weekly_digest,True,False
91969,10167,2024-01-07,announcement,True,True
91970,10167,2024-12-01,monthly_roundup,False,False
91971,10167,2024-10-20,announcement,True,False
91972,10168,2024-12-29,product_update,True,True
91973,10168,2024-12-08,weekly_digest,False,False
91974,10168,2024-08-11,product_update,True,False
91975,10168,2024-07-14,monthly_roundup,False,False
91976,10168,2024-09-29,monthly_roundup,True,False
91977,10168,2024-10-27,weekly_digest,False,False
91978,10168,2024-03-31,announcement,False,False
91979,10168,2024-05-26,monthly_roundup,True,False
91980,10168,2024-01-14,announcement,False,True
91981,10168,2024-05-19,weekly_digest,False,False
91982,10168,2024-04-14,community_highlights,True,True
91983,10168,2024-11-17,community_highlights,True,False
91984,10169,2024-07-07,announcement,True,False
91985,10169,2024-09-08,weekly_digest,True,True
91986,10169,2024-06-30,weekly_digest,False,False
91987,10169,2024-08-04,monthly_roundup,False,False
91988,10169,2024-09-22,weekly_digest,False,False
91989,10169,2024-08-04,product_update,True,False
91990,10169,2024-10-06,monthly_roundup,True,False
91991,10169,2024-09-01,announcement,False,False
91992,10169,2024-06-23,monthly_roundup,False,False
91993,10169,2024-12-22,product_update,False,False
91994,10169,2024-08-25,weekly_digest,False,False
91995,10169,2024-09-15,weekly_digest,False,True
91996,10170,2024-03-17,monthly_roundup,False,False
91997,10170,2024-09-15,announcement,False,True
91998,10170,2024-03-03,product_update,False,False
91999,10170,2024-05-05,product_update,False,False
92000,10170,2024-06-02,weekly_digest,False,True
92001,10170,2024-10-20,product_update,False,False
92002,10170,2024-05-05,monthly_roundup,False,False
92003,10170,2024-07-21,monthly_roundup,False,False
92004,10170,2024-12-22,announcement,False,False
92005,10170,2024-04-21,weekly_digest,True,False
92006,10170,2024-07-21,monthly_roundup,True,False
92007,10170,2024-04-07,weekly_digest,False,False
92008,10170,2024-12-08,weekly_digest,False,False
92009,10170,2024-01-21,community_highlights,True,False
92010,10170,2024-10-13,weekly_digest,False,False
92011,10171,2024-11-17,product_update,True,False
92012,10171,2024-11-24,weekly_digest,True,False
92013,10171,2024-03-17,product_update,True,False
92014,10171,2024-10-13,monthly_roundup,True,False
92015,10171,2024-08-11,monthly_roundup,False,True
92016,10171,2024-05-12,weekly_digest,False,True
92017,10171,2024-06-23,community_highlights,False,True
92018,10171,2024-02-11,weekly_digest,False,False
92019,10171,2024-03-10,weekly_digest,False,False
92020,10171,2024-04-14,product_update,False,False
92021,10171,2024-07-28,community_highlights,False,False
92022,10172,2024-04-07,monthly_roundup,True,False
92023,10172,2024-09-15,weekly_digest,False,False
92024,10172,2024-09-01,community_highlights,True,False
92025,10172,2024-06-09,monthly_roundup,False,True
92026,10172,2024-06-09,weekly_digest,False,False
92027,10172,2024-11-03,weekly_digest,False,False
92028,10172,2024-06-16,weekly_digest,True,False
92029,10173,2024-10-13,monthly_roundup,True,False
92030,10173,2024-10-20,product_update,False,True
92031,10173,2024-10-20,announcement,True,False
92032,10173,2024-12-29,community_highlights,False,False
92033,10173,2024-07-28,announcement,False,False
92034,10173,2024-12-29,announcement,True,False
92035,10173,2024-05-19,announcement,False,False
92036,10174,2024-04-14,weekly_digest,True,False
92037,10174,2024-11-03,monthly_roundup,True,False
92038,10174,2024-04-28,community_highlights,False,False
92039,10174,2024-07-21,announcement,True,False
92040,10174,2024-09-08,monthly_roundup,False,False
92041,10174,2024-09-15,product_update,False,False
92042,10174,2024-08-04,weekly_digest,False,True
92043,10174,2024-11-10,weekly_digest,False,True
92044,10175,2024-08-18,monthly_roundup,False,False
92045,10175,2024-09-29,product_update,True,False
92046,10175,2024-01-07,community_highlights,False,False
92047,10175,2024-06-30,product_update,True,False
92048,10175,2024-09-08,weekly_digest,False,True
92049,10175,2024-09-08,announcement,True,False
92050,10175,2024-03-03,product_update,True,False
92051,10175,2024-09-08,community_highlights,True,False
92052,10175,2024-09-15,product_update,False,False
92053,10175,2024-05-19,monthly_roundup,True,False
92054,10175,2024-02-11,monthly_roundup,False,True
92055,10175,2024-08-18,weekly_digest,False,False
92056,10175,2024-02-25,monthly_roundup,True,False
92057,10176,2024-01-21,community_highlights,False,False
92058,10176,2024-06-30,community_highlights,False,False
92059,10176,2024-05-26,monthly_roundup,False,False
92060,10176,2024-05-12,weekly_digest,True,False
92061,10176,2024-10-06,monthly_roundup,False,False
92062,10176,2024-01-07,product_update,False,False
92063,10176,2024-02-04,announcement,False,False
92064,10176,2024-04-07,announcement,False,False
92065,10176,2024-03-17,announcement,False,False
92066,10176,2024-03-03,product_update,True,False
92067,10176,2024-09-08,community_highlights,False,False
92068,10176,2024-07-07,monthly_roundup,True,False
92069,10176,2024-06-09,product_update,False,False
92070,10177,2024-10-27,weekly_digest,True,False
92071,10177,2024-01-21,announcement,False,False
92072,10177,2024-09-15,weekly_digest,True,False
92073,10177,2024-06-23,monthly_roundup,True,False
92074,10177,2024-07-14,community_highlights,False,False
92075,10177,2024-06-30,product_update,False,False
92076,10177,2024-05-19,product_update,True,False
92077,10177,2024-10-06,community_highlights,True,False
92078,10177,2024-12-22,weekly_digest,False,False
92079,10177,2024-10-20,monthly_roundup,True,False
92080,10177,2024-05-26,weekly_digest,False,False
92081,10177,2024-05-19,monthly_roundup,False,False
92082,10177,2024-12-29,monthly_roundup,False,True
92083,10177,2024-12-01,monthly_roundup,False,False
92084,10177,2024-05-12,monthly_roundup,True,False
92085,10178,2024-05-26,announcement,False,False
92086,10178,2024-09-29,community_highlights,True,False
92087,10178,2024-02-18,announcement,True,False
92088,10178,2024-08-25,product_update,False,False
92089,10178,2024-08-11,monthly_roundup,True,False
92090,10178,2024-09-15,monthly_roundup,True,False
92091,10178,2024-10-20,announcement,False,False
92092,10178,2024-08-04,monthly_roundup,False,False
92093,10178,2024-02-18,product_update,False,False
92094,10179,2024-08-04,announcement,False,False
92095,10179,2024-06-02,weekly_digest,False,False
92096,10179,2024-10-13,product_update,False,True
92097,10179,2024-06-30,weekly_digest,True,False
92098,10179,2024-05-26,announcement,False,False
92099,10179,2024-06-23,product_update,True,False
92100,10179,2024-03-17,announcement,False,False
92101,10179,2024-09-29,announcement,False,False
92102,10179,2024-09-22,weekly_digest,True,False
92103,10179,2024-02-11,weekly_digest,False,False
92104,10179,2024-08-25,monthly_roundup,False,False
92105,10179,2024-10-13,weekly_digest,False,False
92106,10179,2024-04-07,weekly_digest,True,True
92107,10180,2024-09-01,weekly_digest,True,True
92108,10180,2024-07-14,weekly_digest,True,False
92109,10180,2024-01-14,weekly_digest,True,False
92110,10180,2024-01-07,announcement,True,False
92111,10180,2024-02-04,monthly_roundup,False,True
92112,10180,2024-02-04,monthly_roundup,False,False
92113,10180,2024-08-11,product_update,True,False
92114,10180,2024-08-04,product_update,False,False
92115,10180,2024-12-22,product_update,False,False
92116,10180,2024-01-28,monthly_roundup,True,False
92117,10180,2024-05-05,product_update,False,True
92118,10180,2024-01-21,product_update,True,False
92119,10180,2024-12-01,weekly_digest,True,False
92120,10180,2024-09-08,weekly_digest,False,False
92121,10181,2024-02-04,weekly_digest,False,False
92122,10181,2024-12-01,weekly_digest,False,True
92123,10181,2024-06-09,monthly_roundup,False,False
92124,10181,2024-11-10,weekly_digest,True,False
92125,10181,2024-12-08,announcement,False,False
92126,10181,2024-02-11,announcement,False,False
92127,10181,2024-12-29,monthly_roundup,True,False
92128,10181,2024-08-04,monthly_roundup,True,False
92129,10181,2024-11-10,weekly_digest,False,False
92130,10182,2024-07-28,weekly_digest,True,False
92131,10182,2024-09-22,monthly_roundup,False,False
92132,10182,2024-06-30,community_highlights,True,False
92133,10182,2024-12-08,monthly_roundup,False,False
92134,10182,2024-05-05,community_highlights,True,False
92135,10182,2024-03-10,monthly_roundup,True,False
92136,10182,2024-01-21,announcement,False,True
92137,10182,2024-09-15,weekly_digest,False,False
92138,10182,2024-08-18,monthly_roundup,True,True
92139,10183,2024-10-27,community_highlights,False,False
92140,10183,2024-02-11,weekly_digest,True,False
92141,10183,2024-06-09,community_highlights,False,True
92142,10183,2024-03-10,monthly_roundup,True,False
92143,10183,2024-05-12,weekly_digest,False,False
92144,10183,2024-11-10,weekly_digest,False,False
92145,10183,2024-08-18,weekly_digest,True,False
92146,10183,2024-07-14,weekly_digest,False,False
92147,10183,2024-12-29,announcement,True,False
92148,10183,2024-05-26,weekly_digest,False,False
92149,10183,2024-11-03,announcement,False,True
92150,10183,2024-11-03,community_highlights,False,True
92151,10183,2024-04-28,announcement,False,False
92152,10183,2024-10-13,community_highlights,True,False
92153,10184,2024-10-13,announcement,True,False
92154,10184,2024-12-08,announcement,False,False
92155,10184,2024-09-01,announcement,False,False
92156,10184,2024-03-10,community_highlights,False,False
92157,10184,2024-03-24,monthly_roundup,True,False
92158,10184,2024-04-07,monthly_roundup,True,False
92159,10184,2024-02-11,weekly_digest,False,False
92160,10184,2024-06-23,weekly_digest,False,True
92161,10184,2024-01-28,announcement,True,False
92162,10184,2024-05-05,product_update,True,False
92163,10184,2024-03-24,product_update,False,False
92164,10185,2024-03-10,monthly_roundup,False,False
92165,10185,2024-10-20,weekly_digest,True,False
92166,10185,2024-11-10,weekly_digest,True,False
92167,10185,2024-12-01,announcement,True,False
92168,10185,2024-01-14,community_highlights,False,False
92169,10185,2024-12-15,announcement,False,True
92170,10185,2024-05-12,monthly_roundup,False,False
92171,10185,2024-01-21,weekly_digest,True,False
92172,10185,2024-12-29,weekly_digest,True,False
92173,10185,2024-06-09,weekly_digest,False,False
92174,10185,2024-03-31,community_highlights,False,False
92175,10186,2024-01-28,weekly_digest,False,False
92176,10186,2024-07-21,product_update,False,False
92177,10186,2024-10-13,monthly_roundup,False,True
92178,10186,2024-05-26,weekly_digest,True,False
92179,10186,2024-05-12,community_highlights,True,False
92180,10186,2024-10-27,product_update,True,False
92181,10186,2024-02-04,weekly_digest,True,False
92182,10186,2024-06-30,monthly_roundup,True,False
92183,10186,2024-03-31,product_update,False,False
92184,10186,2024-08-25,weekly_digest,True,False
92185,10186,2024-01-14,weekly_digest,False,False
92186,10186,2024-08-04,announcement,False,False
92187,10186,2024-03-17,community_highlights,False,False
92188,10186,2024-01-28,weekly_digest,True,False
92189,10186,2024-02-11,weekly_digest,False,False
92190,10187,2024-11-24,weekly_digest,True,False
92191,10187,2024-01-21,weekly_digest,False,False
92192,10187,2024-12-08,monthly_roundup,True,False
92193,10187,2024-03-17,weekly_digest,False,True
92194,10187,2024-12-29,weekly_digest,True,False
92195,10187,2024-03-10,weekly_digest,False,False
92196,10187,2024-09-29,weekly_digest,True,True
92197,10187,2024-12-08,monthly_roundup,False,False
92198,10187,2024-05-12,weekly_digest,False,False
92199,10187,2024-04-21,weekly_digest,True,False
92200,10187,2024-07-07,weekly_digest,False,False
92201,10187,2024-12-08,weekly_digest,True,False
92202,10188,2024-12-08,weekly_digest,False,False
92203,10188,2024-01-07,weekly_digest,True,False
92204,10188,2024-03-03,monthly_roundup,True,False
92205,10188,2024-09-15,product_update,True,False
92206,10188,2024-01-14,product_update,True,False
92207,10188,2024-08-04,weekly_digest,True,False
92208,10188,2024-05-05,monthly_roundup,False,True
92209,10188,2024-03-31,community_highlights,False,False
92210,10188,2024-06-16,monthly_roundup,True,False
92211,10188,2024-02-25,announcement,True,False
92212,10188,2024-10-06,announcement,False,False
92213,10188,2024-06-02,monthly_roundup,True,False
92214,10188,2024-09-29,weekly_digest,False,True
92215,10188,2024-04-21,product_update,False,False
92216,10189,2024-03-10,weekly_digest,True,False
92217,10189,2024-11-03,monthly_roundup,False,False
92218,10189,2024-12-08,product_update,False,False
92219,10189,2024-04-21,community_highlights,True,False
92220,10189,2024-05-12,product_update,False,False
92221,10189,2024-09-29,monthly_roundup,False,False
92222,10189,2024-10-27,monthly_roundup,True,False
92223,10189,2024-05-19,weekly_digest,False,True
92224,10190,2024-09-22,community_highlights,True,False
92225,10190,2024-12-01,announcement,False,False
92226,10190,2024-05-19,weekly_digest,True,False
92227,10190,2024-02-18,weekly_digest,False,True
92228,10190,2024-12-22,community_highlights,True,False
92229,10190,2024-06-23,monthly_roundup,False,False
92230,10191,2024-11-03,product_update,True,False
92231,10191,2024-03-10,weekly_digest,True,False
92232,10191,2024-02-04,weekly_digest,False,False
92233,10191,2024-10-06,weekly_digest,False,False
92234,10191,2024-04-28,weekly_digest,True,False
92235,10191,2024-10-06,community_highlights,False,False
92236,10191,2024-12-29,monthly_roundup,True,True
92237,10191,2024-06-30,monthly_roundup,False,False
92238,10191,2024-10-06,weekly_digest,False,True
92239,10191,2024-09-29,community_highlights,False,False
92240,10191,2024-08-11,weekly_digest,True,False
92241,10191,2024-02-11,product_update,True,False
92242,10192,2024-09-22,monthly_roundup,False,False
92243,10192,2024-11-24,monthly_roundup,True,False
92244,10192,2024-10-13,announcement,False,False
92245,10192,2024-09-29,weekly_digest,True,False
92246,10192,2024-12-29,product_update,False,True
92247,10192,2024-10-27,weekly_digest,False,False
92248,10192,2024-10-13,weekly_digest,False,False
92249,10192,2024-11-17,product_update,False,True
92250,10192,2024-07-21,announcement,False,False
92251,10192,2024-11-10,product_update,False,False
92252,10192,2024-07-14,announcement,False,False
92253,10192,2024-09-15,weekly_digest,False,False
92254,10192,2024-09-08,weekly_digest,False,False
92255,10192,2024-11-17,monthly_roundup,False,False
92256,10193,2024-09-15,weekly_digest,False,False
92257,10193,2024-11-17,weekly_digest,False,False
92258,10193,2024-09-29,weekly_digest,True,True
92259,10193,2024-10-27,announcement,False,True
92260,10193,2024-11-24,weekly_digest,True,False
92261,10193,2024-05-19,monthly_roundup,True,False
92262,10193,2024-01-21,monthly_roundup,True,False
92263,10193,2024-06-23,announcement,False,True
92264,10193,2024-09-08,weekly_digest,False,True
92265,10193,2024-10-27,monthly_roundup,True,False
92266,10193,2024-06-30,weekly_digest,True,False
92267,10193,2024-12-29,announcement,False,False
92268,10193,2024-11-24,announcement,True,False
92269,10193,2024-07-14,weekly_digest,False,False
92270,10193,2024-05-05,announcement,True,False
92271,10194,2024-11-24,product_update,True,False
92272,10194,2024-05-12,monthly_roundup,False,False
92273,10194,2024-10-06,weekly_digest,True,False
92274,10194,2024-07-14,announcement,True,False
92275,10194,2024-02-18,weekly_digest,True,False
92276,10194,2024-02-11,announcement,False,False
92277,10194,2024-04-14,weekly_digest,False,False
92278,10194,2024-02-04,weekly_digest,False,False
92279,10194,2024-03-03,weekly_digest,True,False
92280,10194,2024-06-16,weekly_digest,True,False
92281,10194,2024-10-06,community_highlights,False,True
92282,10194,2024-07-14,monthly_roundup,False,False
92283,10194,2024-12-15,product_update,True,False
92284,10194,2024-01-07,weekly_digest,False,False
92285,10194,2024-11-03,weekly_digest,False,False
92286,10194,2024-02-11,product_update,True,False
92287,10194,2024-03-24,weekly_digest,True,False
92288,10195,2024-04-07,community_highlights,True,False
92289,10195,2024-08-18,weekly_digest,True,False
92290,10195,2024-09-29,monthly_roundup,True,True
92291,10195,2024-04-28,weekly_digest,False,True
92292,10195,2024-08-04,weekly_digest,True,False
92293,10195,2024-09-29,weekly_digest,True,False
92294,10195,2024-04-07,weekly_digest,False,False
92295,10195,2024-09-08,weekly_digest,True,False
92296,10195,2024-11-24,announcement,True,True
92297,10196,2024-01-28,community_highlights,True,False
92298,10196,2024-10-27,community_highlights,True,True
92299,10196,2024-05-26,weekly_digest,False,False
92300,10196,2024-09-15,weekly_digest,True,False
92301,10196,2024-10-06,announcement,False,False
92302,10196,2024-11-03,weekly_digest,False,False
92303,10196,2024-11-10,community_highlights,False,False
92304,10196,2024-06-23,monthly_roundup,True,False
92305,10196,2024-03-24,monthly_roundup,False,True
92306,10196,2024-11-17,announcement,True,False
92307,10196,2024-04-28,announcement,False,False
92308,10196,2024-01-28,monthly_roundup,False,False
92309,10197,2024-06-23,weekly_digest,False,False
92310,10197,2024-02-25,weekly_digest,False,False
92311,10197,2024-08-04,weekly_digest,False,False
92312,10197,2024-12-01,weekly_digest,False,False
92313,10197,2024-07-28,weekly_digest,True,True
92314,10197,2024-05-26,weekly_digest,False,True
92315,10197,2024-09-29,community_highlights,False,False
92316,10197,2024-07-28,weekly_digest,True,False
92317,10197,2024-01-21,weekly_digest,False,False
92318,10197,2024-10-13,weekly_digest,False,False
92319,10197,2024-09-29,weekly_digest,False,False
92320,10197,2024-09-29,weekly_digest,True,False
92321,10198,2024-07-21,weekly_digest,False,False
92322,10198,2024-04-07,weekly_digest,False,False
92323,10198,2024-11-03,community_highlights,False,False
92324,10198,2024-12-29,weekly_digest,False,False
92325,10198,2024-09-08,weekly_digest,False,False
92326,10198,2024-04-28,product_update,False,False
92327,10198,2024-07-14,announcement,False,False
92328,10198,2024-12-15,community_highlights,True,False
92329,10198,2024-02-11,weekly_digest,False,False
92330,10198,2024-06-02,monthly_roundup,False,True
92331,10198,2024-01-07,community_highlights,False,False
92332,10199,2024-12-01,community_highlights,False,False
92333,10199,2024-03-17,weekly_digest,True,False
92334,10199,2024-12-15,weekly_digest,False,False
92335,10199,2024-03-03,announcement,True,False
92336,10199,2024-03-17,announcement,False,False
92337,10199,2024-12-08,monthly_roundup,False,True
92338,10199,2024-11-10,monthly_roundup,True,False
92339,10199,2024-09-15,weekly_digest,True,False
92340,10199,2024-01-21,weekly_digest,False,False
92341,10199,2024-10-27,weekly_digest,False,False
92342,10200,2024-05-12,weekly_digest,True,True
92343,10200,2024-02-11,product_update,False,False
92344,10200,2024-02-25,weekly_digest,False,False
92345,10200,2024-06-30,announcement,True,True
92346,10200,2024-09-08,weekly_digest,False,False
92347,10200,2024-08-11,weekly_digest,False,False
92348,10200,2024-11-10,monthly_roundup,True,False
92349,10200,2024-12-15,community_highlights,True,False
92350,10200,2024-06-23,weekly_digest,False,True
92351,10200,2024-12-01,weekly_digest,True,False
92352,10200,2024-05-05,weekly_digest,False,False
92353,10200,2024-04-07,monthly_roundup,False,False
92354,10201,2024-04-07,community_highlights,False,False
92355,10201,2024-10-13,weekly_digest,False,False
92356,10201,2024-02-11,product_update,True,False
92357,10201,2024-12-22,product_update,False,False
92358,10201,2024-04-07,announcement,False,False
92359,10201,2024-03-17,weekly_digest,False,False
92360,10201,2024-12-29,product_update,False,False
92361,10201,2024-07-07,weekly_digest,True,False
92362,10202,2024-12-01,weekly_digest,False,False
92363,10202,2024-06-23,monthly_roundup,True,False
92364,10202,2024-05-19,weekly_digest,False,True
92365,10202,2024-11-10,product_update,False,True
92366,10202,2024-01-14,community_highlights,False,False
92367,10202,2024-09-08,announcement,False,False
92368,10202,2024-07-21,monthly_roundup,False,False
92369,10202,2024-07-07,weekly_digest,True,False
92370,10202,2024-12-22,weekly_digest,False,False
92371,10202,2024-11-24,community_highlights,False,False
92372,10202,2024-06-02,monthly_roundup,True,False
92373,10202,2024-09-15,weekly_digest,False,False
92374,10202,2024-03-31,weekly_digest,True,False
92375,10202,2024-11-03,community_highlights,False,False
92376,10202,2024-04-07,community_highlights,False,True
92377,10203,2024-12-15,weekly_digest,False,False
92378,10203,2024-11-24,announcement,True,False
92379,10203,2024-10-13,monthly_roundup,True,False
92380,10203,2024-04-14,product_update,False,False
92381,10203,2024-08-04,weekly_digest,False,False
92382,10203,2024-03-03,monthly_roundup,False,False
92383,10203,2024-10-06,announcement,False,False
92384,10203,2024-10-27,announcement,True,False
92385,10203,2024-08-18,monthly_roundup,True,False
92386,10203,2024-03-17,monthly_roundup,False,False
92387,10203,2024-03-24,weekly_digest,False,False
92388,10204,2024-06-16,monthly_roundup,False,False
92389,10204,2024-03-31,announcement,True,False
92390,10204,2024-04-07,product_update,False,False
92391,10204,2024-10-27,product_update,False,False
92392,10204,2024-08-04,community_highlights,False,False
92393,10204,2024-10-27,product_update,False,False
92394,10204,2024-07-14,weekly_digest,True,False
92395,10204,2024-09-29,announcement,True,False
92396,10204,2024-08-11,weekly_digest,False,False
92397,10204,2024-11-03,weekly_digest,False,False
92398,10204,2024-06-30,announcement,True,False
92399,10204,2024-08-04,monthly_roundup,False,False
92400,10205,2024-04-07,product_update,True,False
92401,10205,2024-10-27,weekly_digest,True,True
92402,10205,2024-04-07,weekly_digest,False,False
92403,10205,2024-08-11,monthly_roundup,False,False
92404,10205,2024-03-10,community_highlights,True,False
92405,10205,2024-10-13,announcement,True,False
92406,10205,2024-11-17,weekly_digest,False,False
92407,10205,2024-07-21,product_update,False,False
92408,10205,2024-06-30,weekly_digest,False,False
92409,10205,2024-01-07,product_update,True,True
92410,10205,2024-08-18,weekly_digest,True,False
92411,10205,2024-03-24,weekly_digest,True,False
92412,10205,2024-11-24,community_highlights,False,False
92413,10206,2024-10-13,weekly_digest,False,False
92414,10206,2024-08-25,announcement,False,False
92415,10206,2024-12-29,weekly_digest,False,False
92416,10206,2024-05-19,monthly_roundup,False,False
92417,10206,2024-05-19,weekly_digest,True,True
92418,10206,2024-03-17,monthly_roundup,False,True
92419,10206,2024-02-04,monthly_roundup,True,False
92420,10206,2024-01-14,community_highlights,False,False
92421,10206,2024-06-09,product_update,True,False
92422,10206,2024-08-25,product_update,False,False
92423,10207,2024-01-21,community_highlights,False,False
92424,10207,2024-07-07,monthly_roundup,True,False
92425,10207,2024-07-28,announcement,True,True
92426,10207,2024-05-05,weekly_digest,False,True
92427,10207,2024-07-28,announcement,False,True
92428,10207,2024-08-25,monthly_roundup,True,False
92429,10207,2024-11-03,announcement,True,False
92430,10207,2024-07-21,weekly_digest,False,False
92431,10207,2024-09-01,weekly_digest,False,False
92432,10207,2024-01-28,product_update,False,True
92433,10208,2024-11-24,announcement,True,False
92434,10208,2024-08-11,weekly_digest,False,False
92435,10208,2024-06-02,weekly_digest,True,False
92436,10208,2024-12-01,weekly_digest,False,True
92437,10208,2024-06-09,product_update,False,True
92438,10208,2024-04-07,product_update,False,True
92439,10208,2024-11-17,community_highlights,True,False
92440,10208,2024-01-07,product_update,False,True
92441,10208,2024-07-28,announcement,True,False
92442,10208,2024-12-29,announcement,False,False
92443,10208,2024-03-10,product_update,True,False
92444,10208,2024-02-18,weekly_digest,False,False
92445,10208,2024-04-14,announcement,False,False
92446,10208,2024-06-23,announcement,True,False
92447,10208,2024-06-02,weekly_digest,True,False
92448,10209,2024-01-14,announcement,False,False
92449,10209,2024-01-28,weekly_digest,False,False
92450,10209,2024-06-23,weekly_digest,True,False
92451,10209,2024-01-14,community_highlights,True,False
