session_id,person_id,timestamp,duration_seconds,page_views,campaign_id,source,device,country
1002527,10167,2024-06-30 18:00:00,136,9,1006,paid,mobile,US
1002528,10167,2024-06-09 14:00:00,61,6,1012,direct,desktop,FR
1002529,10167,2024-08-06 02:00:00,805,9,1040,direct,desktop,DE
1002530,10167,2024-01-12 17:00:00,117,12,1006,organic,mobile,CA
1002531,10167,2024-12-25 03:00:00,103,1,1003,organic,desktop,GB
1002532,10167,2024-04-10 16:00:00,372,6,1022,organic,desktop,GB
1002533,10167,2024-10-07 21:00:00,52,4,1008,organic,mobile,FR
1002534,10167,2024-11-04 13:00:00,329,3,1001,direct,desktop,US
1002535,10167,2024-07-05 00:00:00,430,6,1043,organic,mobile,US
1002536,10167,2024-08-17 03:00:00,26,4,1019,email,desktop,CA
1002537,10167,2024-01-23 10:00:00,46,4,1017,organic,mobile,DE
1002538,10167,2024-02-23 23:00:00,235,6,1008,referral,mobile,US
1002539,10167,2024-12-20 06:00:00,82,4,1027,email,mobile,GB
1002540,10167,2024-02-09 23:00:00,103,6,1004,organic,desktop,US
1002541,10167,2024-09-22 06:00:00,114,1,1036,referral,mobile,CA
1002542,10167,2024-03-20 13:00:00,335,8,1010,referral,desktop,JP
1002543,10167,2024-11-11 08:00:00,31,6,1020,social,desktop,US
1002544,10167,2024-05-02 13:00:00,95,2,1034,direct,mobile,US
1002545,10168,2024-12-03 16:00:00,77,7,1009,paid,mobile,FR
1002546,10168,2024-03-06 15:00:00,149,6,1014,direct,desktop,DE
1002547,10168,2024-11-09 16:00:00,103,2,1005,referral,desktop,US
1002548,10168,2024-01-31 09:00:00,50,5,1036,organic,desktop,GB
1002549,10168,2024-07-24 01:00:00,20,1,1014,paid,mobile,FR
1002550,10168,2024-08-14 22:00:00,35,7,1002,paid,mobile,US
1002551,10168,2024-03-11 06:00:00,56,7,1032,social,desktop,FR
1002552,10168,2024-07-16 19:00:00,420,3,1035,referral,desktop,JP
1002553,10168,2024-03-11 00:00:00,668,0,1023,social,desktop,US
1002554,10168,2024-04-10 06:00:00,74,3,1013,paid,desktop,DE
1002555,10168,2024-09-05 14:00:00,272,3,1026,referral,desktop,US
1002556,10168,2024-06-30 12:00:00,393,6,1043,organic,mobile,GB
1002557,10168,2024-01-14 17:00:00,196,5,1024,organic,mobile,US
1002558,10168,2024-09-21 09:00:00,30,7,1030,referral,desktop,IN
1002559,10169,2024-01-22 14:00:00,95,5,1049,organic,desktop,US
1002560,10169,2024-09-07 07:00:00,389,7,1026,paid,desktop,US
1002561,10169,2024-03-17 18:00:00,994,5,1030,paid,desktop,US
1002562,10169,2024-05-16 19:00:00,161,7,1032,organic,desktop,FR
1002563,10169,2024-07-11 07:00:00,11,6,1031,direct,desktop,US
1002564,10169,2024-12-22 16:00:00,301,7,1025,organic,tablet,GB
1002565,10169,2024-06-06 12:00:00,37,1,1037,organic,mobile,FR
1002566,10169,2024-12-05 06:00:00,35,8,1047,direct,desktop,BR
1002567,10169,2024-05-05 11:00:00,207,9,1025,organic,desktop,US
1002568,10169,2024-11-05 04:00:00,302,1,1026,organic,mobile,US
1002569,10169,2024-07-20 11:00:00,63,11,1022,organic,mobile,US
1002570,10169,2024-10-28 10:00:00,73,7,1030,referral,desktop,JP
1002571,10169,2024-08-29 22:00:00,587,7,1010,organic,desktop,DE
1002572,10169,2024-11-08 08:00:00,20,3,1039,social,desktop,US
1002573,10169,2024-11-28 17:00:00,151,8,1009,organic,mobile,US
1002574,10170,2024-04-10 03:00:00,232,7,1016,paid,mobile,CA
1002575,10170,2024-04-01 15:00:00,16,4,1010,paid,mobile,US
1002576,10170,2024-06-05 17:00:00,70,4,1049,direct,desktop,BR
1002577,10170,2024-07-31 11:00:00,222,9,1025,organic,desktop,US
1002578,10170,2024-12-03 10:00:00,20,5,1024,referral,desktop,US
1002579,10170,2024-03-29 03:00:00,32,6,1003,referral,desktop,US
1002580,10170,2024-10-02 00:00:00,31,2,1018,organic,desktop,FR
1002581,10170,2024-03-05 16:00:00,10,7,1023,organic,mobile,US
1002582,10170,2024-05-24 23:00:00,1566,10,1007,direct,mobile,JP
1002583,10170,2024-12-23 21:00:00,95,2,1035,social,desktop,US
1002584,10170,2024-04-28 03:00:00,344,4,1041,paid,desktop,US
1002585,10170,2024-08-09 17:00:00,64,5,1024,organic,mobile,CA
1002586,10170,2024-03-15 14:00:00,28,2,1042,organic,desktop,US
1002587,10170,2024-07-02 22:00:00,212,1,1005,direct,desktop,US
1002588,10171,2024-02-23 04:00:00,30,5,1021,referral,mobile,JP
1002589,10171,2024-09-13 02:00:00,136,5,1003,referral,desktop,US
1002590,10171,2024-01-14 01:00:00,198,4,1032,paid,mobile,DE
1002591,10171,2024-08-09 07:00:00,155,4,1011,organic,desktop,US
1002592,10171,2024-07-26 14:00:00,323,4,1029,direct,desktop,US
1002593,10171,2024-03-07 03:00:00,24,2,1027,paid,desktop,US
1002594,10171,2024-01-29 06:00:00,1330,5,1045,social,tablet,SG
1002595,10171,2024-06-18 21:00:00,595,5,1048,referral,desktop,US
1002596,10171,2024-12-06 19:00:00,229,6,1025,referral,desktop,US
1002597,10171,2024-07-05 10:00:00,556,5,1032,organic,desktop,US
1002598,10171,2024-12-19 09:00:00,29,4,1046,organic,mobile,US
1002599,10172,2024-10-11 22:00:00,72,6,1041,email,desktop,IN
1002600,10172,2024-10-14 16:00:00,298,6,1033,referral,tablet,US
1002601,10172,2024-11-12 18:00:00,82,4,1023,organic,mobile,US
1002602,10172,2024-01-31 04:00:00,869,6,1038,direct,mobile,FR
1002603,10172,2024-09-15 23:00:00,283,7,1048,social,desktop,US
1002604,10172,2024-06-30 12:00:00,118,6,1002,paid,tablet,US
1002605,10172,2024-11-13 06:00:00,35,7,1038,paid,desktop,SG
1002606,10172,2024-04-16 23:00:00,17,6,1028,organic,desktop,DE
1002607,10172,2024-05-25 06:00:00,111,4,1000,organic,desktop,FR
1002608,10172,2024-01-05 20:00:00,180,6,1022,social,mobile,US
1002609,10172,2024-01-18 17:00:00,174,8,1021,social,mobile,US
1002610,10172,2024-01-25 16:00:00,347,6,1038,referral,mobile,US
1002611,10173,2024-01-08 12:00:00,337,6,1001,referral,tablet,BR
1002612,10173,2024-02-03 21:00:00,45,5,1047,paid,desktop,US
1002613,10173,2024-11-03 06:00:00,137,6,1044,social,mobile,DE
1002614,10173,2024-04-24 16:00:00,66,6,1015,referral,desktop,US
1002615,10173,2024-11-19 23:00:00,50,3,1022,direct,desktop,US
1002616,10173,2024-08-26 14:00:00,219,6,1022,organic,mobile,US
1002617,10173,2024-12-12 11:00:00,219,7,1030,direct,desktop,FR
1002618,10173,2024-06-10 01:00:00,151,5,1047,email,tablet,US
1002619,10173,2024-04-24 09:00:00,300,3,1044,organic,tablet,JP
1002620,10173,2024-01-15 06:00:00,295,6,1010,organic,mobile,GB
1002621,10174,2024-05-18 00:00:00,537,6,1015,email,mobile,CA
1002622,10174,2024-02-25 08:00:00,584,4,1037,referral,mobile,US
1002623,10174,2024-02-20 09:00:00,633,2,1035,organic,desktop,FR
1002624,10174,2024-05-31 22:00:00,115,4,1037,direct,mobile,GB
1002625,10174,2024-03-30 23:00:00,117,4,1042,referral,desktop,US
1002626,10174,2024-12-17 07:00:00,678,3,1003,referral,desktop,GB
1002627,10174,2024-08-15 23:00:00,64,7,1034,social,desktop,GB
1002628,10174,2024-07-23 05:00:00,65,5,1040,referral,mobile,GB
1002629,10174,2024-10-04 00:00:00,130,3,1017,referral,desktop,US
1002630,10174,2024-04-30 23:00:00,46,1,1042,referral,desktop,CA
1002631,10174,2024-04-30 11:00:00,79,7,1002,paid,mobile,JP
1002632,10174,2024-11-30 15:00:00,14,4,1035,referral,mobile,FR
1002633,10174,2024-09-03 22:00:00,15,3,1007,paid,desktop,DE
1002634,10174,2024-09-17 01:00:00,25,3,1009,referral,desktop,GB
1002635,10174,2024-07-30 14:00:00,17,8,1038,organic,desktop,IN
1002636,10175,2024-12-23 13:00:00,408,9,1010,organic,desktop,BR
1002637,10175,2024-01-16 16:00:00,192,8,1016,direct,mobile,US
1002638,10175,2024-10-21 04:00:00,143,7,1026,organic,mobile,DE
1002639,10175,2024-12-03 21:00:00,77,4,1040,organic,mobile,GB
1002640,10175,2024-03-18 18:00:00,63,5,1039,paid,mobile,US
1002641,10175,2024-05-01 17:00:00,81,1,1029,organic,mobile,CA
1002642,10175,2024-09-25 17:00:00,86,6,1026,paid,desktop,US
1002643,10175,2024-08-19 12:00:00,160,6,1009,referral,desktop,DE
1002644,10175,2024-10-03 02:00:00,404,5,1032,organic,tablet,AU
1002645,10175,2024-08-22 00:00:00,24,3,1042,social,desktop,US
1002646,10175,2024-06-19 06:00:00,174,7,1014,organic,mobile,CA
1002647,10175,2024-06-14 00:00:00,182,6,1040,email,mobile,DE
1002648,10175,2024-01-14 04:00:00,592,7,1006,referral,mobile,CA
1002649,10175,2024-02-04 23:00:00,204,6,1032,direct,mobile,SG
1002650,10175,2024-05-17 08:00:00,201,4,1044,organic,mobile,SG
1002651,10175,2024-06-13 09:00:00,85,5,1038,organic,desktop,US
1002652,10175,2024-10-01 18:00:00,484,11,1008,social,desktop,US
1002653,10175,2024-03-26 12:00:00,70,6,1025,direct,desktop,SG
1002654,10175,2024-10-09 02:00:00,159,1,1026,paid,mobile,GB
1002655,10175,2024-07-17 09:00:00,60,3,1030,organic,mobile,DE
1002656,10175,2024-11-10 06:00:00,714,5,1014,social,desktop,GB
1002657,10175,2024-12-11 04:00:00,38,7,1034,direct,desktop,FR
1002658,10175,2024-12-17 05:00:00,97,6,1004,organic,mobile,FR
1002659,10176,2024-11-06 10:00:00,331,9,1029,email,desktop,DE
1002660,10176,2024-04-30 09:00:00,240,4,1010,organic,desktop,JP
1002661,10176,2024-08-30 14:00:00,125,7,1022,organic,desktop,IN
1002662,10176,2024-11-16 14:00:00,121,3,1031,organic,mobile,JP
1002663,10176,2024-02-03 03:00:00,274,5,1043,email,mobile,IN
1002664,10176,2024-12-04 18:00:00,309,2,1034,email,mobile,US
1002665,10176,2024-09-26 06:00:00,31,5,1039,direct,desktop,CA
1002666,10176,2024-10-25 23:00:00,49,7,1019,organic,desktop,CA
1002667,10176,2024-08-07 11:00:00,863,6,1012,referral,desktop,GB
1002668,10176,2024-07-31 17:00:00,129,3,1027,referral,mobile,US
1002669,10176,2024-05-29 21:00:00,161,6,1019,organic,desktop,BR
1002670,10176,2024-01-23 02:00:00,306,4,1030,social,desktop,US
1002671,10176,2024-10-22 14:00:00,377,9,1016,direct,desktop,US
1002672,10176,2024-04-21 03:00:00,213,2,1011,organic,desktop,US
1002673,10176,2024-11-27 12:00:00,375,1,1028,organic,mobile,US
1002674,10176,2024-07-04 04:00:00,528,7,1039,referral,desktop,CA
1002675,10176,2024-03-20 00:00:00,160,4,1044,email,desktop,US
1002676,10176,2024-12-25 05:00:00,152,2,1041,social,desktop,GB
1002677,10176,2024-06-14 12:00:00,62,7,1016,organic,mobile,CA
1002678,10176,2024-08-16 19:00:00,42,7,1017,paid,desktop,GB
1002679,10177,2024-12-30 17:00:00,321,7,1023,organic,tablet,US
1002680,10177,2024-05-23 05:00:00,10,6,1024,social,mobile,DE
1002681,10177,2024-03-09 02:00:00,659,3,1037,direct,mobile,CA
1002682,10177,2024-01-01 05:00:00,72,4,1034,referral,mobile,US
1002683,10177,2024-07-21 01:00:00,705,7,1001,organic,mobile,GB
1002684,10177,2024-06-09 04:00:00,1299,4,1008,organic,mobile,US
1002685,10177,2024-06-17 14:00:00,64,7,1019,organic,desktop,BR
1002686,10177,2024-07-01 01:00:00,75,7,1028,direct,desktop,IN
1002687,10177,2024-09-21 15:00:00,644,3,1045,direct,mobile,FR
1002688,10177,2024-08-27 13:00:00,54,5,1037,organic,mobile,BR
1002689,10177,2024-03-05 02:00:00,19,3,1045,direct,mobile,GB
1002690,10177,2024-12-04 00:00:00,154,5,1037,referral,tablet,US
1002691,10177,2024-04-16 15:00:00,132,5,1019,organic,mobile,GB
1002692,10177,2024-03-08 09:00:00,146,7,1008,organic,desktop,IN
1002693,10178,2024-03-23 03:00:00,29,5,1035,referral,desktop,IN
1002694,10178,2024-03-11 06:00:00,19,7,1000,paid,desktop,US
1002695,10178,2024-06-17 00:00:00,51,7,1032,paid,desktop,DE
1002696,10178,2024-03-30 23:00:00,531,3,1017,organic,desktop,US
1002697,10178,2024-04-20 19:00:00,30,5,1048,social,mobile,CA
1002698,10178,2024-08-02 06:00:00,79,6,1003,organic,desktop,US
1002699,10178,2024-04-12 09:00:00,188,7,1004,organic,desktop,DE
1002700,10178,2024-05-11 14:00:00,148,2,1008,referral,mobile,CA
1002701,10178,2024-07-10 00:00:00,23,4,1029,direct,mobile,BR
1002702,10178,2024-10-30 15:00:00,33,2,1011,paid,desktop,BR
1002703,10178,2024-01-24 08:00:00,1030,9,1018,organic,desktop,IN
1002704,10178,2024-01-29 12:00:00,34,4,1048,organic,mobile,GB
1002705,10178,2024-07-14 16:00:00,260,7,1029,organic,desktop,US
1002706,10178,2024-03-10 21:00:00,596,6,1036,organic,desktop,US
1002707,10178,2024-12-28 11:00:00,440,5,1010,email,desktop,IN
1002708,10178,2024-07-02 23:00:00,37,7,1008,direct,mobile,DE
1002709,10178,2024-12-30 14:00:00,286,7,1010,organic,mobile,DE
1002710,10178,2024-07-18 02:00:00,27,3,1014,organic,mobile,US
1002711,10178,2024-04-18 20:00:00,36,4,1000,organic,desktop,US
1002712,10178,2024-06-13 05:00:00,1108,5,1002,direct,desktop,DE
1002713,10178,2024-02-24 00:00:00,29,6,1013,organic,desktop,US
1002714,10178,2024-01-04 14:00:00,291,8,1023,referral,desktop,FR
1002715,10179,2024-01-02 05:00:00,17,8,1024,organic,desktop,US
1002716,10179,2024-08-25 17:00:00,1087,6,1026,referral,desktop,FR
1002717,10179,2024-06-08 06:00:00,108,3,1042,referral,desktop,BR
1002718,10179,2024-08-26 19:00:00,11,5,1002,referral,tablet,US
1002719,10179,2024-02-16 14:00:00,173,7,1045,referral,desktop,GB
1002720,10179,2024-01-26 04:00:00,178,1,1048,organic,mobile,US
1002721,10179,2024-06-22 00:00:00,116,2,1032,organic,desktop,US
1002722,10179,2024-05-15 03:00:00,365,6,1038,referral,mobile,US
1002723,10179,2024-03-12 06:00:00,410,5,1033,referral,mobile,US
1002724,10179,2024-07-31 04:00:00,449,5,1012,organic,desktop,DE
1002725,10179,2024-11-15 09:00:00,301,3,1049,organic,mobile,CA
1002726,10179,2024-12-01 07:00:00,106,4,1024,paid,mobile,GB
1002727,10179,2024-12-11 23:00:00,611,8,1011,organic,mobile,DE
1002728,10179,2024-11-26 18:00:00,210,6,1033,organic,desktop,US
1002729,10180,2024-03-01 09:00:00,1519,1,1049,paid,desktop,US
1002730,10180,2024-02-18 08:00:00,28,3,1045,referral,mobile,JP
1002731,10180,2024-10-29 17:00:00,949,7,1043,organic,mobile,US
1002732,10180,2024-07-03 21:00:00,259,5,1002,paid,desktop,US
1002733,10180,2024-07-04 22:00:00,124,6,1010,organic,desktop,IN
1002734,10180,2024-11-16 16:00:00,38,5,1006,referral,desktop,BR
1002735,10180,2024-01-07 17:00:00,264,7,1040,organic,mobile,US
1002736,10180,2024-08-22 04:00:00,107,3,1004,organic,mobile,FR
1002737,10180,2024-05-12 13:00:00,228,2,1015,referral,desktop,US
1002738,10180,2024-01-17 00:00:00,87,5,1039,direct,desktop,BR
1002739,10180,2024-04-11 02:00:00,79,7,1049,paid,mobile,US
1002740,10180,2024-03-09 17:00:00,209,4,1021,social,desktop,AU
1002741,10180,2024-06-21 00:00:00,70,4,1013,social,desktop,GB
1002742,10181,2024-02-14 06:00:00,18,3,1036,paid,desktop,AU
1002743,10181,2024-06-06 14:00:00,230,6,1009,direct,mobile,IN
1002744,10181,2024-11-05 21:00:00,280,3,1003,direct,desktop,JP
1002745,10181,2024-09-25 14:00:00,36,6,1004,direct,desktop,DE
1002746,10181,2024-11-03 23:00:00,169,1,1019,organic,mobile,US
1002747,10181,2024-02-04 17:00:00,85,0,1029,referral,desktop,US
1002748,10181,2024-01-25 20:00:00,723,4,1003,direct,mobile,IN
1002749,10181,2024-02-29 04:00:00,94,5,1023,organic,desktop,US
1002750,10181,2024-07-06 23:00:00,62,4,1024,paid,desktop,US
1002751,10181,2024-10-24 22:00:00,99,4,1004,direct,mobile,US
1002752,10181,2024-02-18 08:00:00,115,3,1012,organic,desktop,CA
1002753,10181,2024-07-19 08:00:00,1261,5,1008,referral,mobile,US
1002754,10181,2024-05-29 16:00:00,85,5,1010,organic,desktop,DE
1002755,10181,2024-08-14 19:00:00,219,4,1038,organic,desktop,DE
1002756,10181,2024-09-26 08:00:00,52,7,1041,organic,desktop,BR
1002757,10182,2024-03-02 04:00:00,240,4,1005,paid,mobile,US
1002758,10182,2024-07-22 12:00:00,153,4,1021,organic,mobile,AU
1002759,10182,2024-06-14 03:00:00,51,5,1025,organic,desktop,GB
1002760,10182,2024-11-17 22:00:00,86,1,1029,social,mobile,US
1002761,10182,2024-10-02 04:00:00,244,3,1035,paid,desktop,US
1002762,10182,2024-03-05 14:00:00,293,4,1024,social,desktop,JP
1002763,10182,2024-11-14 22:00:00,195,6,1000,paid,desktop,DE
1002764,10182,2024-06-10 05:00:00,46,4,1035,referral,mobile,US
1002765,10182,2024-03-11 06:00:00,243,3,1018,organic,desktop,CA
1002766,10182,2024-04-26 08:00:00,780,1,1037,direct,desktop,US
1002767,10182,2024-06-07 09:00:00,67,7,1014,organic,mobile,US
1002768,10182,2024-11-17 13:00:00,45,2,1031,referral,desktop,JP
1002769,10182,2024-09-14 20:00:00,236,3,1041,paid,desktop,US
1002770,10182,2024-12-20 15:00:00,824,7,1030,organic,desktop,US
1002771,10182,2024-12-19 14:00:00,237,4,1025,organic,mobile,FR
1002772,10182,2024-03-12 08:00:00,63,3,1016,organic,desktop,US
1002773,10183,2024-12-07 09:00:00,162,7,1020,organic,desktop,FR
1002774,10183,2024-09-16 03:00:00,41,4,1047,paid,mobile,US
1002775,10183,2024-12-25 12:00:00,213,3,1022,email,desktop,GB
1002776,10183,2024-03-17 19:00:00,40,4,1015,referral,desktop,SG
1002777,10183,2024-05-26 08:00:00,223,6,1010,email,mobile,CA
1002778,10183,2024-04-06 18:00:00,215,9,1029,direct,mobile,US
1002779,10183,2024-09-09 00:00:00,151,5,1003,organic,desktop,CA
1002780,10183,2024-09-10 07:00:00,878,7,1045,organic,desktop,US
1002781,10183,2024-02-04 20:00:00,244,4,1046,organic,desktop,US
1002782,10183,2024-12-31 20:00:00,181,4,1017,social,desktop,US
1002783,10183,2024-11-22 15:00:00,74,3,1047,referral,desktop,DE
1002784,10183,2024-08-21 02:00:00,56,4,1046,organic,desktop,US
1002785,10183,2024-07-06 15:00:00,117,10,1016,organic,desktop,FR
1002786,10183,2024-02-16 03:00:00,632,2,1040,referral,mobile,US
1002787,10183,2024-05-15 12:00:00,270,4,1043,paid,mobile,GB
1002788,10183,2024-12-13 01:00:00,133,4,1041,organic,desktop,US
1002789,10184,2024-11-26 05:00:00,67,2,1021,paid,mobile,US
1002790,10184,2024-09-07 12:00:00,572,8,1000,social,desktop,IN
1002791,10184,2024-12-21 00:00:00,184,6,1015,social,desktop,AU
1002792,10184,2024-09-27 01:00:00,25,3,1047,paid,mobile,FR
1002793,10184,2024-10-26 21:00:00,206,6,1024,paid,desktop,DE
1002794,10184,2024-12-15 20:00:00,10,4,1049,organic,mobile,DE
1002795,10184,2024-09-28 12:00:00,2088,1,1044,referral,tablet,US
1002796,10184,2024-12-21 08:00:00,58,8,1034,organic,desktop,US
1002797,10184,2024-07-26 16:00:00,819,8,1035,social,desktop,CA
1002798,10184,2024-06-27 15:00:00,65,8,1011,referral,desktop,FR
1002799,10184,2024-03-02 02:00:00,508,6,1039,paid,mobile,US
1002800,10184,2024-02-14 23:00:00,901,3,1041,paid,mobile,DE
1002801,10184,2024-08-08 04:00:00,171,5,1042,social,desktop,AU
1002802,10184,2024-11-02 20:00:00,172,6,1019,social,desktop,AU
1002803,10184,2024-10-31 02:00:00,10,5,1028,paid,mobile,BR
1002804,10184,2024-10-08 21:00:00,876,5,1042,referral,mobile,US
1002805,10184,2024-01-05 13:00:00,1462,6,1022,organic,tablet,US
1002806,10184,2024-04-22 21:00:00,37,6,1024,organic,desktop,US
1002807,10184,2024-12-03 13:00:00,478,5,1018,referral,desktop,US
1002808,10184,2024-03-02 18:00:00,654,7,1010,referral,mobile,JP
1002809,10185,2024-03-25 18:00:00,617,9,1034,referral,desktop,DE
1002810,10185,2024-03-04 18:00:00,39,10,1042,organic,desktop,FR
1002811,10185,2024-04-20 06:00:00,171,4,1020,organic,desktop,SG
1002812,10185,2024-04-24 04:00:00,847,7,1009,referral,mobile,US
1002813,10185,2024-03-23 08:00:00,17,7,1035,email,mobile,US
1002814,10185,2024-02-26 07:00:00,645,4,1007,direct,desktop,US
1002815,10185,2024-08-29 00:00:00,64,5,1006,paid,desktop,DE
1002816,10185,2024-09-14 05:00:00,106,10,1002,paid,mobile,IN
1002817,10185,2024-07-09 23:00:00,1239,4,1045,paid,desktop,US
1002818,10185,2024-02-26 12:00:00,154,2,1022,direct,desktop,CA
1002819,10185,2024-04-12 01:00:00,116,3,1013,organic,desktop,DE
1002820,10185,2024-10-23 06:00:00,94,3,1018,direct,desktop,CA
1002821,10185,2024-02-20 09:00:00,36,4,1003,direct,mobile,US
1002822,10185,2024-08-06 09:00:00,391,4,1020,organic,mobile,US
1002823,10185,2024-09-27 04:00:00,318,6,1043,organic,desktop,US
1002824,10185,2024-01-07 16:00:00,22,4,1039,referral,desktop,FR
1002825,10186,2024-08-09 17:00:00,105,3,1035,organic,desktop,FR
1002826,10186,2024-05-29 08:00:00,305,4,1012,paid,desktop,GB
1002827,10186,2024-07-21 06:00:00,847,5,1040,direct,mobile,US
1002828,10186,2024-06-21 22:00:00,94,3,1041,direct,mobile,IN
1002829,10186,2024-10-25 08:00:00,707,4,1049,organic,mobile,US
1002830,10186,2024-05-18 18:00:00,1185,7,1047,organic,mobile,US
1002831,10186,2024-01-02 23:00:00,20,6,1045,organic,mobile,US
1002832,10186,2024-10-27 08:00:00,1281,2,1018,paid,desktop,FR
1002833,10186,2024-05-04 20:00:00,96,1,1046,organic,mobile,DE
1002834,10186,2024-01-15 06:00:00,136,1,1023,paid,desktop,GB
1002835,10186,2024-02-07 09:00:00,562,6,1021,organic,mobile,CA
1002836,10186,2024-12-29 13:00:00,1371,3,1037,organic,tablet,US
1002837,10186,2024-06-23 23:00:00,744,6,1017,direct,tablet,DE
1002838,10186,2024-03-21 22:00:00,1074,2,1049,direct,mobile,AU
1002839,10187,2024-09-13 10:00:00,491,6,1034,direct,mobile,US
1002840,10187,2024-07-15 15:00:00,109,9,1002,social,mobile,GB
1002841,10187,2024-06-14 12:00:00,34,7,1021,paid,mobile,US
1002842,10187,2024-08-22 16:00:00,1937,8,1046,direct,desktop,US
1002843,10187,2024-10-24 23:00:00,414,3,1023,organic,desktop,FR
1002844,10187,2024-03-22 06:00:00,395,3,1017,referral,mobile,US
1002845,10187,2024-07-22 15:00:00,624,5,1026,direct,desktop,DE
1002846,10187,2024-11-06 08:00:00,10,6,1010,organic,desktop,IN
1002847,10187,2024-10-04 18:00:00,123,5,1014,paid,desktop,FR
1002848,10187,2024-01-28 10:00:00,61,3,1010,email,desktop,DE
1002849,10187,2024-07-15 21:00:00,96,4,1018,organic,desktop,US
1002850,10187,2024-06-03 01:00:00,53,0,1048,paid,desktop,FR
1002851,10187,2024-11-13 20:00:00,319,7,1019,direct,desktop,US
1002852,10188,2024-11-24 23:00:00,143,9,1002,organic,desktop,US
1002853,10188,2024-01-16 11:00:00,29,7,1005,paid,desktop,IN
1002854,10188,2024-06-09 06:00:00,141,2,1009,paid,mobile,US
1002855,10188,2024-05-19 10:00:00,506,8,1009,organic,mobile,DE
1002856,10188,2024-12-17 04:00:00,173,6,1004,direct,mobile,FR
1002857,10188,2024-04-30 04:00:00,75,7,1037,organic,desktop,DE
1002858,10188,2024-12-01 08:00:00,55,4,1047,email,mobile,US
1002859,10188,2024-06-10 01:00:00,223,3,1042,organic,desktop,JP
1002860,10188,2024-06-06 16:00:00,131,5,1037,organic,mobile,DE
1002861,10188,2024-09-04 22:00:00,124,0,1029,organic,mobile,US
1002862,10188,2024-10-28 21:00:00,21,2,1009,social,mobile,AU
1002863,10188,2024-09-20 17:00:00,45,3,1005,paid,mobile,US
1002864,10188,2024-12-18 17:00:00,374,10,1040,organic,mobile,US
1002865,10188,2024-01-26 18:00:00,105,8,1033,referral,desktop,CA
1002866,10188,2024-04-01 08:00:00,36,6,1038,direct,mobile,AU
1002867,10188,2024-12-05 12:00:00,495,4,1036,organic,desktop,US
1002868,10188,2024-12-08 12:00:00,477,11,1031,direct,desktop,US
1002869,10189,2024-02-23 11:00:00,170,7,1028,referral,mobile,GB
1002870,10189,2024-05-11 20:00:00,733,5,1010,referral,mobile,CA
1002871,10189,2024-03-26 19:00:00,12,3,1044,paid,desktop,US
1002872,10189,2024-10-19 22:00:00,178,2,1043,organic,desktop,US
1002873,10189,2024-07-03 13:00:00,683,2,1011,referral,desktop,BR
1002874,10189,2024-08-16 06:00:00,70,2,1031,organic,desktop,US
1002875,10189,2024-04-03 11:00:00,477,4,1012,paid,desktop,AU
1002876,10189,2024-10-22 07:00:00,32,6,1013,direct,mobile,US
1002877,10189,2024-10-27 14:00:00,115,5,1033,organic,tablet,SG
1002878,10189,2024-08-18 11:00:00,292,4,1030,organic,desktop,JP
1002879,10189,2024-11-13 23:00:00,338,8,1008,direct,desktop,US
1002880,10189,2024-09-10 16:00:00,451,2,1048,referral,mobile,JP
1002881,10189,2024-02-09 05:00:00,418,3,1007,organic,mobile,IN
1002882,10189,2024-07-19 23:00:00,45,7,1040,social,desktop,GB
1002883,10189,2024-05-03 11:00:00,353,5,1036,organic,mobile,US
1002884,10189,2024-08-07 10:00:00,452,4,1015,direct,desktop,FR
1002885,10189,2024-07-08 03:00:00,46,4,1009,organic,mobile,CA
1002886,10189,2024-11-16 07:00:00,58,8,1040,organic,mobile,FR
1002887,10189,2024-10-05 17:00:00,83,5,1040,social,desktop,JP
1002888,10190,2024-09-04 21:00:00,36,5,1010,referral,mobile,US
1002889,10190,2024-07-02 15:00:00,235,7,1011,referral,desktop,DE
1002890,10190,2024-02-21 19:00:00,62,7,1026,organic,desktop,DE
1002891,10190,2024-12-23 17:00:00,28,7,1024,email,mobile,IN
1002892,10190,2024-09-26 14:00:00,1405,10,1019,email,desktop,GB
1002893,10190,2024-11-17 11:00:00,137,3,1015,email,mobile,US
1002894,10190,2024-12-14 01:00:00,302,3,1035,direct,desktop,FR
1002895,10190,2024-09-25 14:00:00,114,3,1008,referral,desktop,CA
1002896,10190,2024-06-10 15:00:00,185,4,1041,referral,mobile,US
1002897,10190,2024-03-02 19:00:00,1112,10,1042,referral,desktop,DE
1002898,10190,2024-04-16 13:00:00,49,6,1049,organic,mobile,IN
1002899,10190,2024-02-09 11:00:00,74,5,1028,paid,desktop,US
1002900,10190,2024-05-14 20:00:00,53,2,1029,direct,desktop,US
1002901,10190,2024-02-11 09:00:00,46,1,1013,organic,desktop,US
1002902,10190,2024-08-03 09:00:00,17,4,1011,direct,desktop,GB
1002903,10191,2024-09-19 02:00:00,203,6,1030,organic,desktop,FR
1002904,10191,2024-05-31 17:00:00,102,4,1042,direct,tablet,US
1002905,10191,2024-03-13 03:00:00,341,4,1006,organic,mobile,JP
1002906,10191,2024-10-02 23:00:00,15,7,1038,direct,mobile,DE
1002907,10191,2024-12-20 13:00:00,201,6,1026,direct,desktop,US
1002908,10191,2024-02-16 18:00:00,410,4,1042,organic,desktop,DE
