ticket_id,person_id,company_id,created_at,resolved_at,priority,category,campaign_id
70763,10239,5022,2024-05-03 03:00:00,2024-10-31 09:00:00,medium,bug,1038
70764,10239,5170,2024-08-05 05:00:00,2024-05-26 08:00:00,medium,billing,1042
70765,10239,5083,2024-09-09 21:00:00,2024-04-01 13:00:00,critical,billing,1032
70766,10240,5142,2024-06-06 08:00:00,2024-04-10 23:00:00,critical,bug,1047
70767,10240,5181,2024-09-29 07:00:00,2024-12-28 19:00:00,medium,feature_request,1042
70768,10241,5064,2024-12-10 22:00:00,2024-03-16 23:00:00,medium,feature_request,1026
70769,10241,5170,2024-12-17 06:00:00,2024-11-18 22:00:00,high,billing,1015
70770,10241,5097,2024-02-20 20:00:00,2024-03-17 20:00:00,low,billing,1028
70771,10241,5191,2024-05-27 15:00:00,2024-09-22 12:00:00,medium,bug,1047
70772,10241,5031,2024-06-10 22:00:00,2024-11-13 20:00:00,medium,how_to,1033
70773,10242,5048,2024-07-23 18:00:00,2024-06-02 02:00:00,low,bug,1029
70774,10242,5159,2024-06-28 00:00:00,2024-04-29 10:00:00,low,how_to,1033
70775,10242,5145,2024-02-27 03:00:00,2024-10-20 19:00:00,medium,integration,1023
70776,10242,5113,2024-11-02 15:00:00,2024-06-10 01:00:00,low,feature_request,1049
70777,10242,5086,2024-11-05 05:00:00,2024-10-16 23:00:00,medium,bug,1015
70778,10242,5019,2024-07-30 14:00:00,2024-05-28 20:00:00,low,feature_request,1039
70779,10243,5021,2024-01-06 05:00:00,2024-10-03 14:00:00,high,bug,1003
70780,10243,5172,2024-05-08 06:00:00,2024-02-15 17:00:00,low,bug,1014
70781,10243,5075,2024-04-26 15:00:00,2024-06-22 15:00:00,medium,bug,1010
70782,10244,5128,2024-06-12 03:00:00,2024-02-08 08:00:00,high,security,1033
70783,10244,5092,2024-01-06 08:00:00,2024-10-07 21:00:00,low,integration,1014
70784,10244,5052,2024-02-07 01:00:00,2024-04-04 16:00:00,medium,feature_request,1033
70785,10244,5047,2024-10-21 01:00:00,2024-12-17 05:00:00,medium,how_to,1032
70786,10245,5084,2024-09-10 17:00:00,2024-12-18 00:00:00,medium,integration,1005
70787,10245,5003,2024-09-07 08:00:00,2024-03-04 17:00:00,low,security,1028
70788,10245,5173,2024-01-15 07:00:00,2024-01-21 18:00:00,medium,bug,1008
70789,10246,5162,2024-05-22 00:00:00,2024-11-17 13:00:00,high,billing,1010
70790,10246,5018,2024-05-13 16:00:00,2024-09-10 10:00:00,high,feature_request,1003
70791,10246,5058,2024-07-13 03:00:00,2024-10-02 11:00:00,medium,bug,1006
70792,10246,5102,2024-10-30 17:00:00,2024-03-30 08:00:00,low,bug,1027
70793,10246,5184,2024-10-21 19:00:00,2024-11-05 12:00:00,high,feature_request,1011
70794,10247,5172,2024-09-08 23:00:00,2024-10-20 04:00:00,medium,feature_request,1026
70795,10248,5092,2024-05-23 07:00:00,2024-01-31 04:00:00,medium,how_to,1042
70796,10248,5025,2024-08-19 17:00:00,2024-02-23 06:00:00,low,feature_request,1020
70797,10248,5191,2024-08-10 06:00:00,2024-09-15 05:00:00,high,feature_request,1025
70798,10248,5159,2024-02-24 16:00:00,2024-03-30 14:00:00,low,feature_request,1023
70799,10248,5125,2024-09-26 03:00:00,2024-08-04 05:00:00,medium,feature_request,1022
70800,10249,5157,2024-10-02 08:00:00,2024-09-30 10:00:00,medium,account,1035
70801,10249,5134,2024-04-12 17:00:00,2024-12-27 11:00:00,low,how_to,1045
70802,10250,5165,2024-11-09 02:00:00,2024-01-06 04:00:00,medium,integration,1031
70803,10250,5170,2024-11-29 19:00:00,2024-10-27 22:00:00,low,how_to,1025
70804,10250,5165,2024-01-12 09:00:00,2024-04-04 21:00:00,low,integration,1021
70805,10251,5136,2024-12-15 03:00:00,2024-12-24 08:00:00,low,account,1020
70806,10251,5024,2024-01-18 18:00:00,2024-06-04 11:00:00,medium,bug,1046
70807,10251,5115,2024-04-10 11:00:00,2024-12-06 13:00:00,medium,integration,1032
70808,10252,5098,2024-06-10 18:00:00,2024-01-16 14:00:00,medium,feature_request,1007
70809,10253,5069,2024-04-20 00:00:00,2024-06-10 23:00:00,high,billing,1031
70810,10253,5108,2024-06-10 14:00:00,2024-04-14 12:00:00,high,how_to,1032
70811,10254,5065,2024-08-11 18:00:00,2024-05-24 12:00:00,low,bug,1036
70812,10254,5063,2024-10-29 09:00:00,2024-06-15 04:00:00,low,billing,1027
70813,10254,5187,2024-10-04 05:00:00,2024-08-31 16:00:00,low,feature_request,1048
70814,10254,5146,2024-04-25 20:00:00,2024-11-29 22:00:00,high,bug,1014
70815,10254,5077,2024-09-26 04:00:00,2024-02-23 04:00:00,low,feature_request,1032
70816,10254,5128,2024-02-21 22:00:00,2024-05-16 17:00:00,medium,billing,1019
70817,10255,5199,2024-11-05 17:00:00,2024-12-03 16:00:00,medium,feature_request,1045
70818,10255,5166,2024-10-28 14:00:00,2024-11-08 04:00:00,low,feature_request,1023
70819,10255,5057,2024-11-09 11:00:00,2024-05-24 02:00:00,low,how_to,1011
70820,10255,5140,2024-04-23 05:00:00,2024-10-03 02:00:00,high,feature_request,1034
70821,10256,5191,2024-05-04 20:00:00,2024-07-27 18:00:00,low,feature_request,1015
70822,10256,5105,2024-02-10 09:00:00,2024-03-17 03:00:00,low,bug,1021
70823,10256,5192,2024-09-05 03:00:00,2024-09-05 11:00:00,low,how_to,1048
70824,10257,5050,2024-12-31 14:00:00,2024-12-17 03:00:00,medium,bug,1000
70825,10257,5182,2024-11-26 11:00:00,2024-01-17 08:00:00,medium,integration,1019
70826,10257,5175,2024-06-08 10:00:00,2024-12-14 17:00:00,medium,integration,1024
70827,10258,5084,2024-11-20 18:00:00,2024-04-07 23:00:00,high,billing,1012
70828,10258,5191,2024-02-11 23:00:00,2024-07-27 16:00:00,low,integration,1007
70829,10258,5187,2024-01-16 14:00:00,2024-02-24 01:00:00,low,billing,1022
70830,10259,5076,2024-01-22 22:00:00,2024-05-12 09:00:00,medium,feature_request,1003
70831,10259,5131,2024-12-29 19:00:00,2024-07-09 04:00:00,low,bug,1046
70832,10259,5159,2024-06-27 05:00:00,2024-11-02 23:00:00,low,performance,1014
70833,10259,5191,2024-05-12 07:00:00,2024-12-17 02:00:00,low,bug,1002
70834,10259,5078,2024-05-15 02:00:00,2024-11-27 05:00:00,low,performance,1049
70835,10260,5067,2024-03-09 06:00:00,2024-09-07 08:00:00,medium,performance,1014
70836,10260,5132,2024-06-28 19:00:00,2024-08-15 14:00:00,low,bug,1036
70837,10261,5177,2024-06-11 20:00:00,2024-10-25 02:00:00,critical,feature_request,1017
70838,10261,5151,2024-12-31 02:00:00,2024-11-24 00:00:00,low,billing,1009
70839,10261,5176,2024-12-01 08:00:00,2024-09-14 11:00:00,critical,billing,1003
70840,10262,5197,2024-07-29 10:00:00,2024-08-17 19:00:00,medium,bug,1030
70841,10262,5088,2024-09-09 06:00:00,2024-11-16 04:00:00,medium,integration,1015
70842,10262,5072,2024-12-13 04:00:00,2024-02-27 15:00:00,high,performance,1017
70843,10263,5150,2024-05-20 08:00:00,2024-09-02 22:00:00,high,bug,1012
70844,10263,5081,2024-05-17 15:00:00,2024-10-07 19:00:00,low,bug,1001
70845,10264,5078,2024-05-22 11:00:00,2024-10-03 14:00:00,medium,bug,1004
70846,10264,5133,2024-11-06 04:00:00,2024-02-02 05:00:00,medium,how_to,1046
70847,10264,5063,2024-10-31 05:00:00,2024-03-09 06:00:00,high,account,1011
70848,10264,5096,2024-01-31 15:00:00,2024-03-07 13:00:00,medium,feature_request,1013
70849,10265,5087,2024-02-27 13:00:00,2024-04-02 21:00:00,low,security,1028
70850,10265,5118,2024-05-13 07:00:00,2024-09-24 20:00:00,medium,performance,1029
70851,10265,5059,2024-04-21 19:00:00,2024-06-02 00:00:00,low,bug,1033
70852,10266,5191,2024-02-28 23:00:00,2024-02-01 14:00:00,high,bug,1002
70853,10266,5149,2024-08-16 21:00:00,2024-07-12 21:00:00,medium,feature_request,1023
70854,10266,5176,2024-09-27 23:00:00,2024-02-18 17:00:00,critical,bug,1000
70855,10267,5153,2024-05-26 06:00:00,2024-08-05 21:00:00,low,security,1033
70856,10267,5055,2024-07-16 03:00:00,2024-02-22 18:00:00,medium,bug,1009
70857,10267,5013,2024-06-23 17:00:00,2024-04-24 07:00:00,low,bug,1040
70858,10267,5119,2024-04-29 12:00:00,2024-07-06 13:00:00,low,bug,1044
70859,10267,5035,2024-04-17 19:00:00,2024-05-22 10:00:00,high,bug,1003
70860,10267,5188,2024-06-20 05:00:00,2024-07-01 03:00:00,low,security,1040
70861,10268,5119,2024-02-03 18:00:00,2024-12-01 05:00:00,medium,account,1028
70862,10268,5121,2024-08-06 01:00:00,2024-07-13 15:00:00,low,account,1024
70863,10268,5161,2024-11-01 02:00:00,2024-04-27 23:00:00,low,bug,1027
70864,10268,5155,2024-03-24 18:00:00,2024-06-08 06:00:00,low,integration,1040
70865,10268,5185,2024-04-20 23:00:00,2024-09-18 19:00:00,medium,billing,1019
70866,10269,5191,2024-12-11 12:00:00,2024-01-17 10:00:00,low,feature_request,1025
70867,10269,5148,2024-09-26 09:00:00,2024-10-24 04:00:00,low,billing,1042
70868,10269,5017,2024-07-29 21:00:00,2024-09-17 04:00:00,high,performance,1048
70869,10269,5123,2024-09-12 02:00:00,2024-11-16 18:00:00,high,billing,1022
70870,10270,5097,2024-05-13 05:00:00,2024-11-23 20:00:00,medium,account,1016
70871,10270,5076,2024-09-06 11:00:00,2024-09-14 14:00:00,low,account,1029
70872,10271,5050,2024-10-29 01:00:00,2024-02-26 08:00:00,low,bug,1041
70873,10271,5092,2024-04-27 00:00:00,2024-07-23 06:00:00,low,security,1023
70874,10271,5131,2024-12-04 16:00:00,2024-02-19 15:00:00,medium,bug,1022
70875,10271,5191,2024-01-16 06:00:00,2024-09-02 03:00:00,low,how_to,1048
70876,10271,5165,2024-08-07 14:00:00,2024-03-05 09:00:00,low,performance,1038
70877,10271,5062,2024-07-31 15:00:00,2024-12-08 21:00:00,high,how_to,1027
70878,10272,5182,2024-01-07 20:00:00,2024-05-02 03:00:00,low,security,1049
70879,10272,5023,2024-08-13 08:00:00,2024-10-18 21:00:00,high,account,1038
70880,10273,5145,2024-06-27 12:00:00,2024-07-30 21:00:00,low,performance,1009
70881,10274,5099,2024-06-29 07:00:00,2024-11-25 06:00:00,medium,billing,1001
70882,10274,5127,2024-06-20 14:00:00,2024-08-17 01:00:00,low,how_to,1036
70883,10275,5007,2024-11-29 02:00:00,2024-05-28 18:00:00,high,how_to,1049
70884,10275,5147,2024-01-15 17:00:00,2024-11-05 16:00:00,high,security,1040
70885,10276,5060,2024-02-11 20:00:00,2024-10-22 23:00:00,low,performance,1041
70886,10278,5033,2024-07-04 03:00:00,2024-06-02 15:00:00,medium,billing,1021
70887,10278,5142,2024-09-27 12:00:00,2024-10-08 15:00:00,high,performance,1013
70888,10278,5157,2024-11-08 19:00:00,2024-12-26 12:00:00,critical,how_to,1039
70889,10278,5085,2024-12-15 09:00:00,2024-01-13 22:00:00,medium,performance,1017
70890,10279,5044,2024-10-18 09:00:00,2024-08-17 08:00:00,low,security,1038
70891,10279,5195,2024-01-27 17:00:00,2024-03-05 07:00:00,medium,billing,1022
70892,10279,5042,2024-08-15 14:00:00,2024-01-12 06:00:00,low,how_to,1046
70893,10279,5147,2024-04-13 21:00:00,2024-08-13 22:00:00,high,how_to,1031
70894,10280,5051,2024-11-30 01:00:00,2024-08-29 07:00:00,low,bug,1033
70895,10280,5059,2024-09-01 01:00:00,2024-06-23 04:00:00,low,how_to,1007
70896,10281,5170,2024-12-03 23:00:00,2024-12-08 11:00:00,high,bug,1043
70897,10281,5158,2024-09-26 09:00:00,2024-04-25 16:00:00,high,bug,1015
70898,10281,5013,2024-04-06 23:00:00,2024-03-07 11:00:00,medium,performance,1026
70899,10282,5164,2024-04-26 04:00:00,2024-09-13 04:00:00,medium,feature_request,1045
70900,10282,5155,2024-08-11 04:00:00,2024-12-09 03:00:00,medium,bug,1016
70901,10283,5055,2024-03-16 15:00:00,2024-12-26 06:00:00,medium,how_to,1025
70902,10283,5010,2024-10-11 20:00:00,2024-07-14 17:00:00,low,bug,1043
70903,10283,5187,2024-07-24 10:00:00,2024-07-30 03:00:00,low,account,1002
70904,10285,5118,2024-12-26 11:00:00,2024-04-09 15:00:00,low,account,1036
70905,10286,5022,2024-07-25 06:00:00,2024-09-08 03:00:00,medium,how_to,1015
70906,10286,5062,2024-12-03 20:00:00,2024-03-07 03:00:00,medium,integration,1008
70907,10286,5167,2024-01-07 20:00:00,2024-05-08 01:00:00,medium,account,1014
70908,10286,5081,2024-05-28 21:00:00,2024-02-21 05:00:00,medium,performance,1018
70909,10286,5069,2024-11-16 12:00:00,2024-09-11 07:00:00,critical,feature_request,1036
70910,10287,5167,2024-02-21 21:00:00,2024-03-08 23:00:00,low,feature_request,1035
70911,10287,5065,2024-03-13 01:00:00,2024-08-11 22:00:00,medium,account,1029
70912,10288,5135,2024-06-26 15:00:00,2024-10-14 03:00:00,medium,account,1027
70913,10288,5126,2024-07-24 13:00:00,2024-07-16 15:00:00,medium,integration,1020
70914,10288,5054,2024-12-27 12:00:00,2024-06-14 08:00:00,high,bug,1033
70915,10288,5146,2024-02-22 22:00:00,2024-11-30 21:00:00,medium,integration,1015
70916,10288,5079,2024-10-18 06:00:00,2024-05-31 12:00:00,high,how_to,1034
70917,10289,5175,2024-07-15 05:00:00,2024-06-25 13:00:00,low,performance,1028
70918,10289,5083,2024-11-20 11:00:00,2024-04-20 09:00:00,high,billing,1023
70919,10289,5063,2024-06-13 16:00:00,2024-01-11 19:00:00,medium,integration,1022
70920,10289,5108,2024-09-08 07:00:00,2024-07-28 21:00:00,low,billing,1034
70921,10289,5058,2024-06-02 17:00:00,2024-06-17 12:00:00,high,billing,1000
70922,10289,5024,2024-11-20 02:00:00,2024-01-16 02:00:00,medium,account,1007
70923,10290,5039,2024-01-30 20:00:00,2024-02-27 01:00:00,low,performance,1008
70924,10290,5076,2024-02-16 07:00:00,2024-12-30 18:00:00,medium,security,1024
70925,10290,5095,2024-02-08 20:00:00,2024-12-14 03:00:00,low,account,1024
70926,10291,5070,2024-04-13 12:00:00,2024-11-01 06:00:00,low,how_to,1024
70927,10291,5119,2024-10-16 11:00:00,2024-03-11 15:00:00,low,performance,1043
70928,10291,5108,2024-08-27 22:00:00,2024-10-09 09:00:00,medium,how_to,1031
70929,10291,5195,2024-05-26 20:00:00,2024-06-21 04:00:00,high,account,1008
70930,10292,5195,2024-03-29 07:00:00,2024-06-12 03:00:00,high,integration,1041
70931,10292,5117,2024-08-25 05:00:00,2024-07-12 18:00:00,high,feature_request,1034
70932,10292,5049,2024-03-23 08:00:00,2024-07-17 07:00:00,high,how_to,1026
70933,10293,5071,2024-02-20 17:00:00,2024-05-15 16:00:00,medium,how_to,1027
70934,10293,5127,2024-01-25 19:00:00,2024-12-28 10:00:00,high,bug,1003
70935,10293,5191,2024-09-21 08:00:00,2024-06-11 13:00:00,high,how_to,1008
70936,10294,5077,2024-02-18 20:00:00,2024-05-29 18:00:00,low,billing,1025
70937,10294,5030,2024-02-24 04:00:00,2024-12-17 10:00:00,low,integration,1049
70938,10294,5054,2024-03-04 14:00:00,2024-04-26 17:00:00,high,security,1024
70939,10294,5007,2024-10-22 03:00:00,2024-10-28 02:00:00,medium,security,1012
70940,10294,5059,2024-01-16 12:00:00,2024-05-28 07:00:00,medium,performance,1016
70941,10295,5033,2024-11-13 04:00:00,2024-02-22 08:00:00,medium,account,1014
70942,10296,5100,2024-11-21 02:00:00,2024-12-17 11:00:00,critical,billing,1041
70943,10296,5100,2024-05-10 13:00:00,2024-05-24 03:00:00,low,billing,1029
70944,10296,5061,2024-11-06 04:00:00,2024-11-27 02:00:00,medium,bug,1011
70945,10296,5071,2024-04-28 16:00:00,2024-04-17 18:00:00,medium,account,1037
70946,10296,5085,2024-06-07 13:00:00,2024-04-06 18:00:00,high,performance,1017
70947,10296,5042,2024-01-17 18:00:00,2024-06-27 23:00:00,medium,account,1031
70948,10297,5132,2024-10-03 08:00:00,2024-05-15 06:00:00,low,billing,1025
70949,10297,5027,2024-02-03 17:00:00,2024-05-07 09:00:00,high,security,1040
70950,10297,5014,2024-05-04 00:00:00,2024-04-26 03:00:00,medium,bug,1007
70951,10297,5156,2024-10-26 06:00:00,2024-07-12 13:00:00,low,bug,1000
70952,10297,5069,2024-07-14 03:00:00,2024-01-09 15:00:00,low,performance,1022
70953,10298,5189,2024-02-01 07:00:00,2024-07-21 19:00:00,medium,integration,1025
70954,10298,5122,2024-06-19 09:00:00,2024-09-24 03:00:00,medium,integration,1039
70955,10298,5131,2024-06-02 23:00:00,2024-02-26 07:00:00,medium,feature_request,1018
70956,10298,5183,2024-07-19 21:00:00,2024-03-30 12:00:00,medium,account,1045
70957,10298,5004,2024-05-15 15:00:00,2024-10-24 06:00:00,critical,bug,1044
70958,10299,5159,2024-06-08 00:00:00,2024-02-02 23:00:00,medium,feature_request,1046
70959,10299,5091,2024-06-30 08:00:00,2024-08-21 13:00:00,low,performance,1011
70960,10299,5118,2024-06-21 16:00:00,2024-07-21 20:00:00,medium,account,1019
70961,10299,5151,2024-05-16 20:00:00,2024-06-08 03:00:00,critical,performance,1019
70962,10299,5187,2024-02-03 18:00:00,2024-07-05 21:00:00,medium,feature_request,1040
70963,10299,5047,2024-01-17 03:00:00,2024-07-10 03:00:00,low,billing,1026
70964,10300,5135,2024-08-18 09:00:00,2024-12-23 10:00:00,low,integration,1011
70965,10300,5147,2024-06-10 05:00:00,2024-03-16 00:00:00,medium,performance,1044
70966,10300,5079,2024-06-24 19:00:00,2024-01-19 16:00:00,high,billing,1015
70967,10300,5096,2024-10-30 21:00:00,2024-06-27 09:00:00,low,billing,1019
70968,10300,5076,2024-12-18 22:00:00,2024-06-29 19:00:00,medium,bug,1017
70969,10300,5010,2024-05-19 11:00:00,2024-03-11 05:00:00,low,account,1001
70970,10301,5110,2024-11-17 13:00:00,2024-10-16 08:00:00,high,security,1028
70971,10301,5001,2024-05-27 05:00:00,2024-02-23 19:00:00,low,integration,1034
70972,10301,5075,2024-09-21 19:00:00,2024-01-16 10:00:00,low,bug,1006
70973,10301,5061,2024-04-16 04:00:00,2024-02-15 11:00:00,high,how_to,1026
70974,10302,5164,2024-08-20 03:00:00,2024-02-17 03:00:00,low,bug,1026
70975,10302,5049,2024-11-22 03:00:00,2024-09-14 15:00:00,medium,integration,1017
70976,10302,5065,2024-10-31 11:00:00,2024-07-09 12:00:00,medium,bug,1039
70977,10303,5008,2024-07-09 11:00:00,2024-12-13 21:00:00,low,bug,1003
70978,10303,5168,2024-10-08 03:00:00,2024-09-13 06:00:00,medium,how_to,1002
70979,10303,5164,2024-09-04 04:00:00,2024-08-21 19:00:00,medium,account,1032
70980,10303,5047,2024-03-01 23:00:00,2024-10-25 12:00:00,low,bug,1021
70981,10303,5103,2024-01-21 11:00:00,2024-07-16 03:00:00,high,how_to,1026
70982,10303,5013,2024-02-06 03:00:00,2024-04-22 04:00:00,medium,billing,1027
70983,10303,5115,2024-11-25 10:00:00,2024-10-31 17:00:00,medium,bug,1016
70984,10304,5141,2024-04-11 23:00:00,2024-12-07 01:00:00,low,bug,1044
70985,10304,5131,2024-05-06 05:00:00,2024-04-22 21:00:00,medium,how_to,1006
70986,10304,5074,2024-02-25 04:00:00,2024-03-21 06:00:00,low,feature_request,1041
70987,10305,5149,2024-03-26 16:00:00,2024-07-13 12:00:00,low,feature_request,1018
70988,10305,5123,2024-01-25 12:00:00,2024-07-15 20:00:00,medium,billing,1010
70989,10305,5012,2024-01-19 13:00:00,2024-01-14 13:00:00,high,bug,1037
70990,10305,5127,2024-11-06 21:00:00,2024-04-02 17:00:00,critical,bug,1024
70991,10306,5101,2024-12-29 06:00:00,2024-08-13 07:00:00,low,security,1043
70992,10306,5198,2024-11-25 09:00:00,2024-04-01 07:00:00,high,bug,1030
70993,10307,5187,2024-12-27 13:00:00,2024-08-30 22:00:00,critical,feature_request,1031
70994,10307,5172,2024-01-16 21:00:00,2024-04-19 20:00:00,high,feature_request,1028
70995,10307,5162,2024-10-22 07:00:00,2024-08-16 16:00:00,medium,integration,1017
70996,10308,5034,2024-07-13 18:00:00,2024-12-16 17:00:00,low,account,1026
70997,10308,5131,2024-10-13 19:00:00,2024-09-15 16:00:00,critical,feature_request,1034
70998,10308,5193,2024-03-08 08:00:00,2024-07-22 00:00:00,critical,how_to,1020
70999,10308,5117,2024-03-23 08:00:00,2024-06-09 00:00:00,low,integration,1046
71000,10308,5059,2024-02-17 16:00:00,2024-03-24 20:00:00,high,account,1010
71001,10308,5112,2024-02-13 20:00:00,2024-03-31 09:00:00,low,integration,1028
71002,10308,5130,2024-08-19 15:00:00,2024-03-10 20:00:00,high,feature_request,1034
71003,10308,5131,2024-02-19 11:00:00,2024-12-12 08:00:00,low,how_to,1047
71004,10309,5067,2024-09-25 15:00:00,2024-05-04 10:00:00,low,feature_request,1000
71005,10309,5136,2024-01-17 21:00:00,2024-11-22 14:00:00,critical,how_to,1007
71006,10309,5000,2024-12-10 21:00:00,2024-09-17 03:00:00,low,security,1002
71007,10309,5191,2024-01-03 04:00:00,2024-02-07 05:00:00,low,bug,1027
71008,10310,5092,2024-04-10 12:00:00,2024-01-12 01:00:00,medium,feature_request,1046
71009,10310,5198,2024-04-19 09:00:00,2024-06-23 15:00:00,medium,performance,1026
71010,10311,5040,2024-10-24 22:00:00,2024-09-16 17:00:00,high,bug,1009
71011,10311,5145,2024-01-02 08:00:00,2024-03-20 06:00:00,medium,bug,1047
71012,10312,5105,2024-07-28 04:00:00,2024-07-28 22:00:00,low,how_to,1020
71013,10312,5079,2024-06-10 03:00:00,2024-08-30 06:00:00,medium,bug,1021
71014,10312,5106,2024-03-17 17:00:00,2024-10-30 04:00:00,high,feature_request,1027
71015,10312,5150,2024-11-14 03:00:00,2024-09-11 08:00:00,medium,how_to,1042
71016,10313,5066,2024-05-16 20:00:00,2024-12-15 07:00:00,low,bug,1042
71017,10314,5151,2024-03-25 07:00:00,2024-04-06 04:00:00,high,integration,1048
71018,10314,5027,2024-01-18 02:00:00,2024-08-26 23:00:00,low,feature_request,1022
71019,10314,5163,2024-02-01 10:00:00,2024-03-16 07:00:00,low,billing,1004
71020,10314,5099,2024-12-07 07:00:00,2024-08-14 02:00:00,low,performance,1019
71021,10314,5121,2024-02-07 08:00:00,2024-07-26 11:00:00,low,feature_request,1028
71022,10314,5077,2024-09-29 17:00:00,2024-03-20 06:00:00,medium,integration,1007
71023,10315,5136,2024-12-30 17:00:00,2024-03-06 00:00:00,low,security,1019
71024,10315,5104,2024-04-19 04:00:00,2024-05-11 19:00:00,medium,integration,1014
71025,10315,5173,2024-04-09 05:00:00,2024-04-18 13:00:00,medium,billing,1024
71026,10315,5064,2024-06-16 11:00:00,2024-09-01 18:00:00,low,security,1023
71027,10316,5122,2024-12-22 03:00:00,2024-02-16 02:00:00,high,bug,1043
71028,10316,5137,2024-01-25 02:00:00,2024-06-07 19:00:00,low,integration,1015
71029,10317,5167,2024-03-05 22:00:00,2024-01-22 16:00:00,medium,security,1016
71030,10317,5001,2024-01-29 07:00:00,2024-12-31 17:00:00,high,feature_request,1039
71031,10318,5049,2024-09-22 20:00:00,2024-08-03 17:00:00,medium,feature_request,1022
71032,10319,5133,2024-12-14 07:00:00,2024-06-20 05:00:00,medium,how_to,1036
71033,10319,5178,2024-07-12 18:00:00,2024-06-15 04:00:00,high,security,1026
71034,10319,5166,2024-09-07 13:00:00,2024-04-16 06:00:00,medium,feature_request,1015
71035,10320,5105,2024-08-10 08:00:00,2024-08-21 21:00:00,medium,bug,1013
71036,10320,5064,2024-02-14 21:00:00,2024-10-06 18:00:00,low,how_to,1049
71037,10320,5110,2024-02-14 09:00:00,2024-09-07 23:00:00,low,security,1010
71038,10320,5029,2024-06-16 10:00:00,2024-11-30 23:00:00,medium,how_to,1004
71039,10320,5102,2024-03-02 18:00:00,2024-11-11 21:00:00,medium,bug,1046
71040,10321,5096,2024-10-18 21:00:00,2024-04-16 17:00:00,low,feature_request,1028
71041,10321,5113,2024-03-13 06:00:00,2024-02-22 05:00:00,low,integration,1020
71042,10322,5078,2024-03-26 02:00:00,2024-05-24 05:00:00,high,integration,1047
71043,10322,5118,2024-01-11 05:00:00,2024-09-02 16:00:00,critical,bug,1008
71044,10323,5002,2024-06-29 10:00:00,2024-05-16 08:00:00,low,feature_request,1033
71045,10323,5034,2024-04-12 07:00:00,2024-06-07 09:00:00,medium,bug,1026
71046,10323,5182,2024-06-12 13:00:00,2024-08-07 22:00:00,medium,billing,1049
71047,10324,5164,2024-11-06 00:00:00,2024-07-31 10:00:00,high,bug,1014
71048,10324,5152,2024-12-14 17:00:00,2024-09-27 02:00:00,medium,how_to,1002
71049,10324,5016,2024-10-23 19:00:00,2024-03-24 04:00:00,low,how_to,1019
71050,10324,5079,2024-07-03 03:00:00,2024-01-15 18:00:00,low,integration,1038
71051,10325,5110,2024-05-16 14:00:00,2024-01-09 09:00:00,low,account,1002
71052,10325,5101,2024-12-29 22:00:00,2024-08-13 12:00:00,critical,bug,1010
71053,10325,5175,2024-11-05 04:00:00,2024-05-26 10:00:00,medium,integration,1002
71054,10326,5017,2024-04-25 13:00:00,2024-08-10 20:00:00,high,bug,1026
71055,10326,5020,2024-09-09 05:00:00,2024-07-28 10:00:00,medium,integration,1044
71056,10326,5173,2024-12-21 15:00:00,2024-02-22 05:00:00,low,account,1033
71057,10327,5108,2024-01-10 01:00:00,2024-04-25 04:00:00,medium,billing,1010
71058,10327,5187,2024-01-29 02:00:00,2024-03-26 13:00:00,high,billing,1010
71059,10328,5146,2024-12-31 12:00:00,2024-07-11 15:00:00,medium,bug,1014
71060,10328,5076,2024-04-14 05:00:00,2024-11-10 17:00:00,high,performance,1029
71061,10329,5009,2024-10-16 19:00:00,2024-01-17 18:00:00,low,performance,1011
71062,10329,5051,2024-08-23 03:00:00,2024-10-11 15:00:00,critical,billing,1015
71063,10329,5016,2024-04-10 10:00:00,2024-07-16 16:00:00,low,security,1042
71064,10330,5169,2024-09-11 18:00:00,2024-01-25 00:00:00,medium,feature_request,1013
71065,10330,5069,2024-06-10 18:00:00,2024-02-22 10:00:00,medium,bug,1009
71066,10330,5077,2024-04-03 02:00:00,2024-01-29 15:00:00,low,feature_request,1004
71067,10331,5135,2024-12-10 17:00:00,2024-01-16 17:00:00,high,bug,1030
71068,10331,5196,2024-02-14 13:00:00,2024-09-04 18:00:00,low,how_to,1040
71069,10331,5156,2024-02-28 03:00:00,2024-05-02 22:00:00,medium,how_to,1033
71070,10331,5122,2024-07-15 13:00:00,2024-11-18 11:00:00,low,feature_request,1007
71071,10332,5190,2024-06-28 03:00:00,2024-07-13 02:00:00,low,integration,1019
71072,10332,5164,2024-03-25 08:00:00,2024-08-10 18:00:00,medium,account,1007
71073,10332,5121,2024-01-24 07:00:00,2024-10-02 01:00:00,low,integration,1017
71074,10333,5128,2024-08-03 17:00:00,2024-11-09 05:00:00,medium,account,1043
71075,10333,5028,2024-11-28 06:00:00,2024-09-07 13:00:00,medium,security,1032
71076,10334,5109,2024-08-07 03:00:00,2024-12-04 10:00:00,high,bug,1003
71077,10335,5044,2024-11-07 10:00:00,2024-12-12 12:00:00,medium,billing,1000
71078,10336,5007,2024-11-16 05:00:00,2024-12-07 09:00:00,medium,how_to,1016
71079,10336,5070,2024-08-01 16:00:00,2024-10-06 09:00:00,medium,feature_request,1024
71080,10336,5164,2024-07-07 16:00:00,2024-07-22 19:00:00,medium,how_to,1018
71081,10338,5084,2024-06-05 09:00:00,2024-06-25 12:00:00,low,security,1010
