metric_id,content_id,date,organic_traffic,keyword_rank,backlinks,domain_rating,referring_domains
108752,2026,2024-03-23,10,1,17,65,9
108753,2026,2024-06-19,958,1,10,64,3
108754,2026,2024-11-27,174,1,15,64,7
108755,2026,2024-10-17,87,1,19,64,2
108756,2026,2024-12-24,11,1,14,65,7
108757,2026,2024-03-05,26,1,21,65,7
108758,2026,2024-07-01,10,1,19,65,12
108759,2026,2024-05-05,10,1,14,64,11
108760,2026,2024-11-24,55,1,19,65,7
108761,2026,2024-06-09,433,1,16,63,6
108762,2026,2024-05-09,204,1,14,65,5
108763,2026,2024-02-15,196,1,13,66,3
108764,2026,2024-11-17,463,1,15,65,9
108765,2026,2024-12-22,239,1,10,64,7
108766,2026,2024-08-31,45,1,18,65,8
108767,2026,2024-10-06,27,1,13,62,11
108768,2026,2024-10-02,292,1,19,63,11
108769,2026,2024-02-10,159,1,8,65,6
108770,2026,2024-06-14,117,1,10,66,10
108771,2026,2024-07-28,157,1,13,63,12
108772,2026,2024-03-02,24,1,14,63,12
108773,2026,2024-03-20,223,1,18,63,8
108774,2026,2024-11-01,70,1,8,66,6
108775,2026,2024-12-06,134,1,14,65,12
108776,2026,2024-10-09,135,1,11,64,9
108777,2026,2024-05-01,731,1,12,64,13
108778,2026,2024-11-14,21,1,10,63,8
108779,2026,2024-11-06,55,1,17,64,12
108780,2026,2024-04-04,24,1,13,65,8
108781,2026,2024-07-06,49,1,10,65,4
108782,2026,2024-03-06,52,1,17,66,5
108783,2026,2024-10-23,165,1,14,64,12
108784,2026,2024-08-09,14,1,13,64,3
108785,2026,2024-05-03,592,1,15,63,11
108786,2026,2024-08-05,56,1,13,64,4
108787,2026,2024-07-26,254,1,16,65,9
108788,2026,2024-03-14,51,1,16,65,6
108789,2026,2024-10-11,22,1,16,64,11
108790,2026,2024-09-10,139,1,12,65,5
108791,2026,2024-06-11,10,1,11,66,10
108792,2026,2024-04-03,50,1,16,65,6
108793,2026,2024-09-01,148,1,21,63,9
108794,2026,2024-02-20,10,1,15,66,7
108795,2026,2024-08-23,3680,1,17,64,4
108796,2026,2024-10-31,75,1,14,65,13
108797,2026,2024-07-27,698,1,12,64,11
108798,2026,2024-08-11,130,1,12,64,12
108799,2026,2024-10-28,11,1,23,64,5
108800,2026,2024-12-11,317,1,19,65,10
108801,2026,2024-07-03,3130,1,19,63,11
108802,2026,2024-05-12,769,1,15,64,6
108803,2026,2024-07-29,1076,1,10,63,4
108804,2026,2024-01-15,272,1,20,65,11
108805,2026,2024-11-07,314,1,16,65,7
108806,2026,2024-05-02,383,1,15,64,14
108807,2026,2024-10-12,62,1,13,64,10
108808,2026,2024-02-14,26,1,14,65,7
108809,2026,2024-06-27,13,1,14,65,8
108810,2026,2024-11-21,1057,1,19,64,5
108811,2026,2024-03-02,361,1,19,65,7
108812,2026,2024-07-01,18,1,7,65,8
108813,2026,2024-09-28,33,1,12,65,11
108814,2026,2024-04-09,39,1,12,63,4
108815,2026,2024-12-03,55,1,16,64,6
108816,2026,2024-07-04,10,1,16,65,10
108817,2026,2024-02-17,54,1,18,64,6
108818,2026,2024-08-17,12,1,12,66,4
108819,2026,2024-06-13,57,1,17,66,7
108820,2026,2024-03-17,203,1,10,65,7
108821,2026,2024-10-12,227,1,16,64,5
108822,2026,2024-08-31,221,1,16,63,8
108823,2026,2024-04-02,36,1,18,66,12
108824,2026,2024-10-20,10,1,16,64,5
108825,2026,2024-05-10,112,1,11,65,9
108826,2027,2024-04-16,76,1,21,64,8
108827,2027,2024-09-02,350,1,20,65,11
108828,2027,2024-09-09,2247,1,11,65,8
108829,2027,2024-03-22,204,1,15,64,5
108830,2027,2024-01-22,900,1,17,64,10
108831,2027,2024-07-23,82,1,14,65,8
108832,2027,2024-12-13,185,1,12,64,7
108833,2027,2024-01-26,10,1,19,62,11
108834,2027,2024-03-22,1200,1,13,64,7
108835,2027,2024-10-20,637,1,11,66,9
108836,2027,2024-04-12,160,1,18,63,6
108837,2027,2024-07-28,62,1,14,64,5
108838,2027,2024-07-11,596,1,12,65,4
108839,2027,2024-01-17,46,1,15,65,2
108840,2027,2024-07-21,43,1,11,64,12
108841,2027,2024-11-28,10,1,19,64,12
108842,2027,2024-08-09,48,1,21,64,10
108843,2027,2024-01-12,56,1,12,64,6
108844,2027,2024-07-24,716,1,12,64,7
108845,2027,2024-12-21,22,1,14,63,7
108846,2027,2024-09-27,18,1,15,64,11
108847,2027,2024-08-23,17,1,17,64,9
108848,2027,2024-09-21,65,1,17,65,4
108849,2027,2024-05-23,10,1,10,64,7
108850,2027,2024-01-30,585,1,20,65,8
108851,2027,2024-07-05,95,1,15,64,10
108852,2027,2024-05-26,13,1,16,66,9
108853,2027,2024-12-09,2322,1,16,65,7
108854,2027,2024-10-09,93,1,17,66,7
108855,2027,2024-04-06,202,1,11,64,14
108856,2027,2024-01-12,63,1,18,65,6
108857,2027,2024-06-25,39,1,12,64,10
108858,2027,2024-10-03,10,1,14,64,8
108859,2027,2024-03-19,10,1,17,64,5
108860,2027,2024-12-31,60,1,17,64,6
108861,2027,2024-01-03,187,1,18,65,5
108862,2027,2024-06-27,68,1,17,64,5
108863,2027,2024-08-09,170,1,12,63,10
108864,2027,2024-10-13,383,1,15,65,12
108865,2027,2024-09-15,39,1,15,67,14
108866,2027,2024-01-15,133,1,8,64,9
108867,2027,2024-02-03,10,1,15,61,10
108868,2027,2024-06-04,39,1,22,65,8
108869,2027,2024-02-14,23,1,8,64,11
108870,2027,2024-10-07,12,1,13,65,6
108871,2027,2024-12-06,18,1,15,66,11
108872,2027,2024-08-22,1519,1,13,63,6
108873,2027,2024-01-10,283,1,13,65,9
108874,2027,2024-11-21,119,1,17,64,6
108875,2027,2024-11-13,125,1,12,64,7
108876,2027,2024-11-27,118,1,20,66,9
108877,2027,2024-08-29,1902,1,13,64,8
108878,2027,2024-03-29,104,1,18,65,8
108879,2027,2024-04-06,144,1,10,66,3
108880,2027,2024-06-06,10,1,21,64,11
108881,2027,2024-12-17,22,1,14,66,11
108882,2027,2024-02-25,582,1,23,63,7
108883,2027,2024-12-05,695,1,10,65,4
108884,2027,2024-05-01,29,1,22,65,10
108885,2027,2024-07-12,1134,1,14,66,10
108886,2027,2024-10-09,2582,1,20,64,6
108887,2027,2024-01-16,58,1,13,64,8
108888,2027,2024-06-14,133,1,10,63,5
108889,2027,2024-06-23,870,1,15,62,5
108890,2027,2024-04-09,81,1,18,64,8
108891,2027,2024-05-16,35,1,20,63,10
108892,2027,2024-11-14,193,1,9,65,5
108893,2027,2024-12-21,18,1,20,66,9
108894,2027,2024-04-04,28,1,14,65,10
108895,2027,2024-08-07,312,1,18,66,10
108896,2027,2024-02-28,37,1,11,63,3
108897,2027,2024-05-08,84,1,16,64,8
108898,2027,2024-11-13,27,1,17,66,8
108899,2027,2024-10-10,570,1,14,65,11
108900,2027,2024-03-25,10,1,19,63,9
108901,2027,2024-09-29,29,1,24,64,9
108902,2027,2024-09-07,10,1,15,63,7
108903,2027,2024-01-04,36,1,15,65,7
108904,2027,2024-09-27,113,1,15,64,15
108905,2027,2024-03-02,103,1,22,66,5
108906,2027,2024-08-27,65,1,10,65,9
108907,2027,2024-06-08,152,1,15,66,6
108908,2027,2024-06-22,9621,1,15,65,9
108909,2027,2024-11-23,177,1,14,66,8
108910,2027,2024-08-07,98,1,20,67,11
108911,2027,2024-06-11,33,1,15,66,7
108912,2027,2024-05-28,410,1,21,66,11
108913,2027,2024-02-14,450,1,17,64,10
108914,2027,2024-04-29,56,1,25,64,6
108915,2027,2024-03-25,109,1,21,63,6
108916,2027,2024-04-01,10,1,18,65,7
108917,2027,2024-10-09,835,1,13,64,11
108918,2027,2024-04-26,19,1,15,64,8
108919,2027,2024-07-01,66,1,19,63,5
108920,2027,2024-09-25,54,1,12,67,8
108921,2027,2024-01-10,115,1,15,64,8
108922,2027,2024-02-29,130,1,9,64,5
108923,2027,2024-10-11,10,1,16,65,6
108924,2027,2024-11-17,10,1,14,64,6
108925,2027,2024-09-26,43,1,13,66,8
108926,2027,2024-10-09,209,1,19,65,4
108927,2027,2024-12-24,43,1,10,63,4
108928,2027,2024-10-06,52,1,20,66,8
108929,2027,2024-12-27,1124,1,13,64,7
108930,2027,2024-02-22,384,1,18,66,7
108931,2027,2024-03-08,132,1,10,65,7
108932,2027,2024-12-23,1016,1,13,64,10
108933,2027,2024-07-18,188,1,17,64,9
108934,2027,2024-08-23,144,1,19,65,10
108935,2027,2024-04-03,130,1,18,64,9
108936,2027,2024-01-15,12,1,15,63,8
108937,2027,2024-05-15,19,1,15,66,5
108938,2027,2024-11-26,11,1,20,65,4
108939,2027,2024-06-11,6346,1,20,66,9
108940,2027,2024-11-08,36,1,12,66,6
108941,2027,2024-08-04,64,1,10,64,8
108942,2027,2024-01-10,25,1,12,63,6
108943,2027,2024-03-15,219,1,13,64,7
108944,2027,2024-03-07,281,1,16,64,6
108945,2027,2024-07-14,1285,1,18,64,8
108946,2027,2024-10-21,10,1,12,65,9
108947,2027,2024-08-30,44,1,22,64,9
108948,2027,2024-03-01,26,1,23,66,9
108949,2027,2024-12-02,26,1,13,65,8
108950,2027,2024-04-17,49,1,15,65,5
108951,2027,2024-10-21,1225,1,14,63,7
108952,2027,2024-04-13,387,1,14,66,12
108953,2027,2024-03-22,298,1,14,64,16
108954,2027,2024-11-29,10,1,17,64,6
108955,2027,2024-02-20,159,1,17,64,11
108956,2027,2024-03-21,395,1,15,66,8
108957,2027,2024-01-17,45,1,14,65,5
108958,2027,2024-12-15,935,1,14,65,10
108959,2027,2024-05-14,145,1,12,63,6
108960,2027,2024-08-17,21,1,15,63,2
108961,2027,2024-01-30,46,1,5,64,7
108962,2027,2024-07-16,920,1,16,65,15
108963,2027,2024-11-22,1172,1,25,65,5
108964,2027,2024-02-13,24,1,14,64,9
108965,2027,2024-10-09,97,1,15,63,5
108966,2027,2024-06-09,15,1,16,63,5
108967,2027,2024-06-19,15,1,13,64,11
108968,2027,2024-06-12,38,1,15,66,15
108969,2027,2024-02-07,169,1,13,66,4
108970,2027,2024-09-25,14,1,7,64,9
108971,2027,2024-11-24,98,1,12,62,9
108972,2027,2024-08-10,386,1,14,65,10
108973,2027,2024-11-14,330,1,16,64,11
108974,2027,2024-04-02,10,1,8,63,11
108975,2027,2024-09-06,62,1,11,63,8
108976,2027,2024-09-27,1122,1,17,63,5
108977,2027,2024-07-22,328,1,13,63,8
108978,2027,2024-06-16,313,1,12,65,7
108979,2027,2024-09-16,25,1,9,63,11
108980,2027,2024-07-11,139,1,9,65,9
108981,2027,2024-11-12,63,1,11,65,7
108982,2027,2024-10-24,29,1,16,64,5
108983,2027,2024-07-03,33,1,13,65,11
108984,2027,2024-06-14,300,1,19,65,8
108985,2027,2024-07-02,33,1,12,65,7
108986,2027,2024-02-05,367,1,13,64,6
108987,2027,2024-02-06,10,1,16,63,10
108988,2027,2024-02-20,17,1,12,65,6
108989,2027,2024-03-06,36,1,11,64,2
108990,2027,2024-10-04,56,1,19,65,7
108991,2027,2024-01-23,110,1,21,64,9
108992,2027,2024-01-22,55,1,23,63,5
108993,2027,2024-02-27,915,1,19,65,10
108994,2027,2024-05-09,87,1,16,66,5
108995,2027,2024-11-12,61,1,18,62,10
108996,2027,2024-08-21,81,1,11,66,8
108997,2027,2024-07-18,538,1,18,64,7
108998,2027,2024-04-12,54,1,16,65,8
108999,2027,2024-01-10,42,1,9,64,7
109000,2027,2024-05-13,283,1,14,64,10
109001,2027,2024-01-23,777,1,14,65,9
109002,2027,2024-07-27,284,1,11,64,11
109003,2027,2024-05-07,10,1,19,67,7
109004,2027,2024-10-05,574,1,19,64,9
109005,2027,2024-05-27,51,1,16,65,7
109006,2027,2024-06-30,102,1,17,65,8
109007,2027,2024-10-22,32,1,15,65,10
109008,2027,2024-06-09,813,1,15,65,10
109009,2027,2024-08-28,93,1,11,64,8
109010,2027,2024-02-05,382,1,11,65,4
109011,2027,2024-01-14,138,1,17,62,3
109012,2027,2024-08-27,42,1,10,64,5
109013,2027,2024-08-28,152,1,17,64,11
109014,2027,2024-10-07,613,1,11,64,11
109015,2027,2024-05-14,336,1,15,64,9
109016,2027,2024-08-24,2798,1,16,64,8
109017,2027,2024-09-08,155,1,14,64,11
109018,2027,2024-04-14,47,1,19,64,6
109019,2027,2024-08-19,620,1,23,64,9
109020,2027,2024-07-23,45,1,11,63,9
109021,2027,2024-06-04,58,1,18,65,7
109022,2027,2024-07-16,36,1,13,65,7
109023,2027,2024-10-17,327,1,12,64,11
109024,2027,2024-07-02,95,1,16,65,6
109025,2027,2024-05-16,31,1,21,64,9
109026,2027,2024-11-10,145,1,14,65,9
109027,2027,2024-07-20,44,1,14,65,5
109028,2027,2024-07-24,135,1,11,65,13
109029,2027,2024-12-26,356,1,12,65,8
109030,2027,2024-10-26,12,1,16,64,7
109031,2027,2024-05-01,1434,1,17,64,3
109032,2027,2024-12-25,23,1,9,63,12
109033,2027,2024-05-17,161,1,16,65,5
109034,2027,2024-08-19,1482,1,16,65,12
109035,2027,2024-11-23,10,1,9,63,6
109036,2027,2024-07-18,47,1,14,63,7
109037,2027,2024-12-31,1251,1,9,65,10
109038,2027,2024-10-16,87,1,14,65,10
109039,2027,2024-05-24,180,1,21,65,6
109040,2027,2024-03-18,1244,1,13,64,9
109041,2027,2024-08-19,761,1,12,64,9
109042,2027,2024-10-12,246,1,10,66,8
109043,2027,2024-02-20,10,1,15,65,9
109044,2027,2024-02-11,112,1,12,65,9
109045,2027,2024-02-26,23,1,13,66,8
109046,2027,2024-02-26,445,1,18,64,4
109047,2027,2024-08-08,179,1,12,64,7
109048,2027,2024-12-10,95,1,22,65,4
109049,2027,2024-04-09,278,1,19,65,7
109050,2027,2024-09-15,85,1,17,63,10
109051,2027,2024-01-29,206,1,22,66,8
109052,2027,2024-12-28,82,1,15,63,12
109053,2027,2024-03-04,10,1,11,65,13
109054,2027,2024-11-02,22,1,16,65,13
109055,2027,2024-05-21,10,1,12,64,8
109056,2027,2024-03-20,21,1,12,63,7
109057,2027,2024-05-31,10,1,12,64,10
109058,2027,2024-02-25,35,1,15,64,10
109059,2027,2024-10-18,10,1,16,65,7
109060,2027,2024-09-28,31,1,16,64,10
109061,2027,2024-05-27,16,1,21,65,9
109062,2027,2024-03-19,11,1,22,64,11
109063,2027,2024-01-29,10,1,11,65,10
109064,2027,2024-11-07,5586,1,19,64,8
109065,2027,2024-02-09,34,1,17,65,4
109066,2027,2024-08-30,186,1,13,66,4
109067,2027,2024-09-10,35,1,14,64,6
109068,2027,2024-04-06,20,1,17,63,6
109069,2027,2024-01-25,157,1,13,65,7
109070,2027,2024-06-22,215,1,18,64,5
109071,2027,2024-10-24,46,1,8,63,8
109072,2027,2024-03-30,10,1,14,64,10
109073,2027,2024-12-19,315,1,13,65,10
109074,2027,2024-07-05,238,1,16,64,5
109075,2027,2024-05-20,10,1,17,64,8
109076,2027,2024-01-01,29,1,15,64,12
109077,2027,2024-08-09,152,1,13,64,5
109078,2027,2024-10-05,10,1,16,64,5
109079,2027,2024-04-16,114,1,20,65,7
109080,2027,2024-11-21,232,1,21,65,9
109081,2027,2024-05-01,19,1,20,65,9
109082,2027,2024-09-20,828,1,13,64,10
109083,2027,2024-05-22,189,1,13,65,10
109084,2027,2024-11-24,16,1,18,65,6
109085,2027,2024-10-21,61,1,21,65,8
109086,2027,2024-12-12,14,1,13,66,5
109087,2027,2024-01-03,93,1,19,64,5
109088,2027,2024-05-15,17,1,19,66,4
109089,2027,2024-10-28,63,1,11,65,4
109090,2027,2024-01-08,80,1,14,64,5
109091,2027,2024-10-15,98,1,26,66,6
109092,2027,2024-07-29,912,1,30,65,10
109093,2027,2024-05-30,634,1,10,65,10
109094,2027,2024-05-21,10,1,20,64,6
109095,2027,2024-05-25,303,1,12,64,4
109096,2027,2024-02-21,105,1,13,66,12
109097,2027,2024-03-02,250,1,17,64,15
109098,2027,2024-04-21,10,1,16,65,5
109099,2027,2024-05-22,10,1,16,65,8
109100,2027,2024-03-17,279,1,18,64,11
109101,2027,2024-01-18,10,1,9,64,7
109102,2027,2024-09-15,61,1,14,63,6
109103,2027,2024-01-31,831,1,13,66,10
109104,2027,2024-10-10,1129,1,12,63,7
109105,2027,2024-09-29,185,1,14,64,10
109106,2027,2024-07-30,269,1,12,66,7
109107,2027,2024-10-15,1418,1,11,64,5
109108,2027,2024-11-17,106,1,13,64,7
109109,2027,2024-06-02,1282,1,17,66,6
109110,2027,2024-05-23,111,1,15,65,7
109111,2027,2024-05-05,102,1,17,66,2
109112,2027,2024-09-13,107,1,15,65,10
109113,2027,2024-04-23,196,1,19,62,5
109114,2027,2024-01-18,175,1,19,64,7
109115,2027,2024-09-06,253,1,15,62,9
109116,2027,2024-12-31,25,1,15,66,5
109117,2027,2024-09-18,106,1,11,63,9
109118,2027,2024-07-29,260,1,13,64,9
109119,2027,2024-01-30,37,1,15,65,11
109120,2027,2024-08-19,390,1,12,65,8
109121,2027,2024-07-19,29,1,13,64,11
109122,2027,2024-12-13,544,1,17,64,3
109123,2027,2024-10-09,812,1,17,65,6
109124,2027,2024-11-05,35,1,12,65,12
109125,2027,2024-01-22,487,1,20,65,9
109126,2027,2024-02-23,21,1,19,63,9
109127,2027,2024-09-08,351,1,21,66,9
109128,2027,2024-04-11,77,1,16,65,7
109129,2028,2024-03-08,1184,1,12,64,7
109130,2028,2024-06-18,33,1,18,63,13
109131,2028,2024-01-23,10,1,15,65,5
109132,2028,2024-04-08,33,1,22,65,7
109133,2028,2024-08-29,708,1,17,65,9
109134,2028,2024-04-29,104,1,16,64,8
109135,2028,2024-08-29,53,1,13,65,6
109136,2028,2024-07-20,24,1,9,67,14
109137,2028,2024-09-05,137,1,14,64,8
109138,2028,2024-06-07,25,1,19,65,9
109139,2028,2024-01-31,221,1,21,65,9
109140,2028,2024-09-13,489,1,12,65,8
109141,2028,2024-10-20,544,1,11,66,9
109142,2028,2024-11-18,25,1,9,65,5
109143,2028,2024-03-25,16,1,20,65,12
109144,2028,2024-12-22,25,1,15,64,16
109145,2028,2024-05-24,101,1,9,64,7
109146,2028,2024-09-07,209,1,23,66,10
109147,2028,2024-04-22,10,1,18,62,10
109148,2028,2024-09-04,19,1,20,65,8
109149,2028,2024-09-30,499,1,12,64,7
109150,2028,2024-10-01,369,1,10,66,7
109151,2028,2024-07-22,44,1,13,65,9
109152,2028,2024-12-19,248,1,15,67,13
109153,2028,2024-09-15,200,1,18,64,8
109154,2028,2024-11-24,40,1,14,64,8
109155,2028,2024-10-09,29,1,16,64,8
109156,2028,2024-10-23,5216,1,18,65,8
109157,2028,2024-07-01,370,1,16,65,5
109158,2028,2024-05-16,61,1,15,63,8
109159,2028,2024-10-18,149,1,25,67,8
109160,2028,2024-05-30,1145,1,22,65,6
109161,2028,2024-02-14,182,1,15,67,2
109162,2028,2024-03-01,23,1,9,65,6
109163,2028,2024-05-14,13,1,9,64,13
109164,2028,2024-01-17,43,1,15,65,15
109165,2028,2024-02-02,10,1,11,65,6
109166,2028,2024-10-21,43,1,18,63,8
109167,2028,2024-03-15,103,1,18,65,12
109168,2028,2024-03-01,589,1,17,65,11
109169,2028,2024-01-30,59,1,16,63,5
109170,2028,2024-10-11,45,1,13,65,14
109171,2028,2024-10-26,10,1,26,64,6
109172,2028,2024-12-25,26,1,22,63,13
109173,2028,2024-08-11,673,1,10,64,9
109174,2028,2024-10-14,44,1,12,65,10
109175,2028,2024-04-14,161,1,15,64,8
109176,2028,2024-01-31,254,1,10,64,8
109177,2028,2024-07-30,544,1,10,66,19
109178,2028,2024-09-09,1662,1,16,66,8
109179,2028,2024-06-29,435,1,15,65,7
109180,2028,2024-07-05,12,1,14,66,5
109181,2028,2024-04-09,694,1,17,65,2
109182,2028,2024-12-03,41,1,11,64,10
109183,2028,2024-07-10,13,1,19,63,7
109184,2028,2024-05-04,198,1,9,64,15
109185,2028,2024-05-11,84,1,17,64,16
109186,2028,2024-02-14,134,1,22,64,7
109187,2028,2024-05-31,198,1,21,63,7
109188,2028,2024-06-02,115,1,15,64,4
109189,2028,2024-01-19,10,1,12,63,8
109190,2028,2024-12-31,57,1,13,64,7
109191,2028,2024-03-30,216,1,19,64,7
109192,2028,2024-08-10,434,1,13,65,7
109193,2028,2024-02-12,518,1,12,67,7
109194,2028,2024-12-23,35,1,15,65,7
109195,2028,2024-02-05,231,1,9,64,8
109196,2028,2024-05-27,2792,1,15,63,8
109197,2028,2024-02-28,170,1,14,65,7
109198,2028,2024-02-15,10,1,15,65,7
109199,2028,2024-03-18,110,1,10,65,6
109200,2028,2024-04-29,118,1,13,64,5
109201,2028,2024-02-03,76,1,18,64,5
109202,2028,2024-04-29,19,1,11,65,9
109203,2028,2024-11-30,53,1,9,64,8
109204,2028,2024-03-11,194,1,18,63,10
109205,2028,2024-06-06,20,1,22,63,8
109206,2028,2024-12-22,213,1,20,64,10
109207,2028,2024-11-08,36,1,14,63,4
109208,2028,2024-10-13,51,1,20,65,7
109209,2028,2024-05-24,141,1,23,63,5
109210,2028,2024-04-23,10,1,18,66,6
109211,2028,2024-07-13,106,1,18,65,10
109212,2028,2024-11-24,65,1,10,65,6
109213,2028,2024-04-14,368,1,16,65,8
109214,2028,2024-02-02,10,1,12,63,8
109215,2028,2024-10-26,97,1,12,66,15
109216,2028,2024-09-09,37,1,14,64,7
109217,2028,2024-04-17,435,1,13,64,7
109218,2028,2024-04-16,275,1,11,65,6
109219,2028,2024-02-15,126,1,14,66,7
109220,2028,2024-01-11,45,1,11,66,8
109221,2028,2024-10-07,26,1,16,66,8
109222,2028,2024-07-30,397,1,17,65,8
109223,2028,2024-08-20,311,1,15,65,7
109224,2028,2024-12-17,48,1,16,64,8
109225,2028,2024-07-12,16,1,13,65,6
109226,2028,2024-01-14,209,1,15,64,6
109227,2028,2024-06-13,19,1,8,62,9
109228,2028,2024-02-12,221,1,14,65,12
109229,2028,2024-12-09,72,1,18,65,10
109230,2028,2024-03-19,24,1,10,63,10
109231,2028,2024-04-17,102,1,12,66,7
109232,2028,2024-10-27,18,1,11,64,7
109233,2028,2024-02-02,192,1,15,63,5
109234,2028,2024-03-18,1357,1,16,66,9
109235,2028,2024-04-25,23,1,20,65,8
109236,2028,2024-04-23,291,1,13,64,7
109237,2028,2024-02-19,70,1,17,64,9
109238,2028,2024-10-07,81,1,10,64,9
109239,2028,2024-01-15,78,1,15,65,5
109240,2028,2024-12-09,49,1,11,66,8
109241,2028,2024-04-24,64,1,18,65,6
109242,2028,2024-07-30,40,1,10,65,14
109243,2028,2024-01-17,219,1,12,64,10
109244,2028,2024-10-04,379,1,12,65,8
109245,2028,2024-02-01,37,1,14,64,8
109246,2028,2024-05-29,17,1,15,65,10
109247,2028,2024-01-07,699,1,21,65,13
109248,2028,2024-06-05,145,1,13,61,11
109249,2028,2024-12-03,53,1,16,64,8
109250,2028,2024-06-27,72,1,17,64,7
109251,2028,2024-07-13,23,1,13,65,7
109252,2028,2024-09-12,286,1,14,64,9
109253,2028,2024-03-28,16,1,11,64,9
109254,2028,2024-06-17,19,1,18,65,8
109255,2028,2024-10-30,279,1,18,66,10
109256,2028,2024-10-23,652,1,17,64,11
109257,2028,2024-03-13,14,1,12,66,11
109258,2028,2024-02-21,240,1,9,64,5
109259,2028,2024-12-18,61,1,20,63,9
109260,2028,2024-10-11,508,1,15,65,6
109261,2028,2024-07-02,14,1,15,64,8
109262,2028,2024-05-04,1129,1,14,65,5
109263,2028,2024-08-22,42,1,7,65,8
109264,2028,2024-01-25,65,1,15,64,7
109265,2028,2024-01-04,164,1,11,65,6
109266,2028,2024-02-03,40,1,21,64,11
109267,2028,2024-05-15,1454,1,14,64,5
109268,2028,2024-11-12,10,1,19,66,12
109269,2028,2024-06-13,260,1,17,63,9
109270,2028,2024-10-31,29,1,20,64,6
109271,2028,2024-02-18,96,1,11,66,7
109272,2028,2024-03-24,10,1,14,64,4
109273,2028,2024-12-16,42,1,11,63,7
109274,2028,2024-07-25,110,1,22,64,8
109275,2028,2024-03-23,12,1,16,65,11
109276,2028,2024-03-31,131,1,14,64,6
109277,2028,2024-03-05,39,1,15,67,10
109278,2028,2024-11-07,20,1,8,65,9
109279,2028,2024-06-01,756,1,21,65,8
109280,2028,2024-12-30,302,1,13,67,10
109281,2028,2024-03-05,174,1,19,65,8
109282,2028,2024-11-17,74,1,11,63,6
109283,2028,2024-03-08,702,1,16,66,2
109284,2028,2024-08-07,86,1,14,65,6
109285,2028,2024-06-07,416,1,18,64,9
109286,2028,2024-12-22,844,1,15,66,7
109287,2028,2024-01-12,10,1,15,64,7
109288,2028,2024-08-24,71,1,15,64,12
109289,2028,2024-01-04,13,1,12,65,4
109290,2028,2024-12-04,277,1,13,65,10
109291,2028,2024-02-26,31,1,18,65,6
109292,2028,2024-08-17,211,1,15,65,5
109293,2028,2024-10-05,293,1,17,64,8
109294,2028,2024-07-03,267,1,17,64,8
109295,2028,2024-07-09,116,1,22,62,7
109296,2028,2024-01-03,210,1,14,65,3
109297,2028,2024-09-04,59,1,12,66,5
109298,2028,2024-04-01,203,1,21,64,7
109299,2028,2024-10-02,242,1,9,64,7
109300,2028,2024-09-20,242,1,11,64,11
109301,2028,2024-08-02,10,1,14,66,5
109302,2028,2024-11-11,42,1,19,64,8
109303,2028,2024-10-29,142,1,11,66,4
109304,2028,2024-02-08,10,1,18,64,5
109305,2028,2024-05-04,73,1,16,64,17
109306,2028,2024-05-30,883,1,14,63,10
109307,2028,2024-08-12,11,1,11,65,6
109308,2028,2024-05-28,10,1,12,65,5
109309,2028,2024-12-04,123,1,17,64,8
109310,2028,2024-12-27,101,1,20,66,15
109311,2028,2024-06-22,10000,1,22,66,8
109312,2028,2024-01-13,12,1,12,64,10
109313,2028,2024-05-12,95,1,21,66,4
109314,2028,2024-12-16,180,1,16,65,9
109315,2028,2024-03-19,125,1,18,66,12
109316,2028,2024-07-05,335,1,13,64,11
109317,2028,2024-04-23,10,1,16,65,13
109318,2028,2024-07-07,52,1,9,65,6
109319,2028,2024-03-24,37,1,12,64,10
109320,2028,2024-10-18,129,1,13,63,7
109321,2028,2024-01-26,47,1,14,64,6
109322,2028,2024-03-22,20,1,15,63,7
109323,2028,2024-12-04,1178,1,19,65,10
109324,2028,2024-04-23,66,1,19,65,12
109325,2028,2024-12-12,386,1,17,66,10
109326,2028,2024-07-19,2207,1,13,64,15
109327,2028,2024-01-21,10,1,16,65,12
109328,2028,2024-03-19,24,1,12,65,9
109329,2028,2024-03-30,154,1,22,64,11
109330,2028,2024-11-15,10,1,22,63,6
109331,2028,2024-03-17,82,1,18,64,7
109332,2028,2024-08-11,15,1,14,65,8
109333,2028,2024-07-22,72,1,12,64,12
109334,2028,2024-08-20,44,1,13,64,9
109335,2028,2024-08-24,184,1,14,65,11
109336,2028,2024-01-24,45,1,16,66,6
109337,2028,2024-05-01,10,1,11,66,5
109338,2028,2024-05-07,348,1,15,64,10
109339,2028,2024-02-04,28,1,14,64,12
109340,2028,2024-04-14,10,1,12,65,5
109341,2028,2024-12-27,10,1,15,66,8
109342,2028,2024-01-16,46,1,15,65,12
109343,2028,2024-06-18,19,1,14,63,11
109344,2028,2024-07-27,59,1,17,64,3
109345,2028,2024-04-12,615,1,24,63,5
109346,2028,2024-06-06,68,1,12,66,9
109347,2028,2024-07-05,73,1,9,64,11
109348,2028,2024-02-09,77,1,16,66,2
109349,2028,2024-04-05,163,1,11,65,8
109350,2028,2024-03-09,10,1,19,66,4
109351,2028,2024-10-31,36,1,11,66,9
109352,2028,2024-08-07,10,1,15,64,7
109353,2028,2024-10-22,10,1,14,65,9
109354,2028,2024-12-01,10,1,20,65,11
109355,2028,2024-06-20,36,1,16,65,6
109356,2028,2024-05-06,338,1,13,64,8
